grid_id,slope_deg,proximity_to_river_km,vegetation_index_0to1,night_illumination_0to1,past_incidents_2yrs,snow_cover_days,visibility_km,risk_band
477,15.1,10.5,0.53,0.42,0,28,3.8,Medium
478,17.5,3.09,0.45,0.29,2,124,1.0,High
479,12.6,1.91,0.32,0.33,1,115,4.3,Medium
480,4.6,4.17,0.49,0.12,1,101,4.3,Medium
481,27.5,3.48,0.75,0.15,0,114,3.0,Low
482,23.7,3.92,0.33,0.45,0,124,7.0,Low
483,15.3,4.32,0.57,0.31,0,160,5.8,Low
484,14.8,10.36,0.5,0.58,0,145,2.8,Low
485,4.1,4.36,0.39,0.21,0,133,2.8,Medium
486,28.7,0.81,0.3,0.11,0,212,0.9,Low
487,30.5,3.13,0.55,0.63,0,91,5.7,Low
488,17.1,6.18,0.27,0.35,0,65,3.9,Medium
489,21.3,5.8,0.27,0.44,0,166,5.0,Low
490,8.1,5.64,0.22,0.13,0,194,0.3,Medium
491,18.9,1.1,0.57,0.42,0,94,4.9,Low
492,11.1,0.68,0.31,0.17,0,175,2.6,Low
493,11.2,3.61,0.57,0.48,1,98,4.6,Low
494,15.1,5.34,0.19,0.08,0,143,4.4,Low
495,13.8,1.51,0.5,0.2,0,145,3.5,Low
496,16.7,8.48,0.55,0.45,0,94,2.2,Medium
497,28.6,5.62,0.5,0.35,0,193,4.2,Low
498,0.0,2.45,0.26,0.04,1,198,2.0,High
499,12.7,12.34,0.67,0.18,0,79,5.4,Low
500,24.3,2.6,0.29,0.35,0,128,2.2,Medium
501,19.9,2.89,0.28,0.41,0,156,3.5,Low
502,10.2,2.75,0.72,0.12,0,44,2.2,High
503,39.1,4.13,0.4,0.08,0,121,3.8,Medium
504,45.0,0.78,0.2,0.11,2,53,1.6,High
505,17.8,6.21,0.16,0.08,0,146,2.0,Medium
506,8.1,6.62,0.38,0.47,0,123,7.6,Low
507,15.5,6.0,0.14,0.17,0,105,5.0,Medium
508,6.7,2.64,0.6,0.29,1,57,4.2,Medium
509,22.0,2.65,0.47,0.22,0,96,4.4,Medium
510,23.8,5.84,0.29,0.15,0,140,4.1,Low
511,27.9,4.65,0.19,0.13,0,118,3.3,Medium
512,22.0,1.59,0.16,0.42,1,167,4.9,Low
513,20.3,2.07,0.49,0.15,1,165,2.0,Medium
514,7.9,2.82,0.14,0.26,2,163,6.4,Low
515,5.8,5.57,0.45,0.18,0,98,3.7,Medium
516,0.0,5.48,0.37,0.25,0,131,4.9,Medium
517,18.8,0.54,0.15,0.47,0,81,6.3,Medium
518,26.6,6.51,0.89,0.18,2,69,4.4,Medium
519,29.5,9.55,0.22,0.12,0,167,2.0,Low
520,26.4,2.95,0.22,0.2,1,72,5.7,Medium
521,14.3,3.39,0.64,0.21,0,68,6.6,Low
522,36.6,2.43,0.37,0.23,1,124,0.3,High
523,8.5,2.94,0.24,0.02,2,109,3.3,High
524,8.0,7.63,0.49,0.04,0,112,4.0,Medium
525,25.7,1.65,0.5,0.19,1,212,3.0,Low
526,32.1,4.73,0.69,0.17,0,80,1.3,High
527,35.9,3.17,0.08,0.4,0,139,1.9,Medium
528,28.0,4.57,0.31,0.29,0,123,0.3,High
529,25.3,3.14,0.15,0.16,2,160,5.2,Low
530,26.1,6.46,0.4,0.25,0,88,6.0,Low
531,15.2,7.12,0.08,0.39,0,111,5.9,Low
532,10.0,5.12,0.37,0.2,0,124,3.4,Medium
533,20.7,3.35,0.5,0.64,0,62,4.0,Medium
534,1.0,6.36,0.3,0.34,1,47,5.4,High
535,14.9,1.75,0.36,0.42,0,119,3.1,Medium
536,12.7,5.29,0.38,0.3,0,173,1.8,Low
537,23.8,2.46,0.16,0.07,1,105,2.5,High
538,20.2,4.64,0.23,0.13,2,111,3.8,High
539,32.9,1.12,0.08,0.28,0,166,2.2,Medium
540,26.2,7.55,0.42,0.07,0,114,4.4,Low
541,11.6,0.23,0.48,0.13,0,151,1.1,Medium
542,24.7,3.61,0.2,0.22,1,226,3.1,Low
543,0.7,0.43,0.4,0.16,0,96,4.2,High
544,25.3,7.49,0.2,0.17,1,112,3.7,Medium
545,10.5,8.66,0.05,0.57,1,135,2.2,Medium
546,11.9,0.43,0.59,0.14,0,179,4.8,Low
547,31.4,4.97,0.27,0.36,0,115,4.0,Low
548,21.9,3.11,0.32,0.43,2,149,0.3,High
549,16.1,5.54,0.38,0.2,0,133,4.3,Low
550,28.2,8.73,0.09,0.35,3,117,2.7,High
551,32.7,5.16,0.57,0.14,1,103,2.6,Medium
552,8.0,1.7,0.54,0.5,0,95,2.0,Medium
553,10.9,1.93,0.23,0.36,0,240,1.7,Low
554,26.1,2.94,0.37,0.2,2,58,3.9,High
555,21.1,1.82,0.36,0.02,0,62,4.5,High
556,0.0,6.28,0.08,0.35,0,129,3.8,High
557,35.8,6.54,0.3,0.11,1,128,5.2,Low
558,13.2,7.78,0.1,0.2,1,137,4.5,Medium
559,8.0,2.73,0.34,0.33,1,85,0.3,High
560,18.1,7.46,0.09,0.2,0,78,1.9,High
561,27.0,9.05,0.53,0.33,0,108,5.6,Low
562,29.3,0.02,0.53,0.23,0,156,1.2,Medium
563,18.6,2.54,0.33,0.18,0,79,0.3,High
564,43.4,3.68,0.34,0.03,1,126,6.8,Low
565,46.2,6.47,0.55,0.38,0,99,4.0,Low
566,22.5,8.02,0.4,0.29,1,59,2.3,High
567,17.4,1.19,0.1,0.53,0,68,2.0,High
568,14.6,1.99,0.49,0.05,1,156,4.6,Low
569,16.5,7.44,0.39,0.11,1,95,4.4,Medium
570,33.0,1.44,0.1,0.22,2,169,4.1,Medium
571,21.4,6.39,0.53,0.17,0,118,3.2,Low
572,26.7,5.72,0.29,0.15,0,65,1.2,High
573,24.9,6.33,0.2,0.1,0,139,3.4,Medium
574,24.1,6.37,0.09,0.26,0,87,5.4,Medium
575,28.9,2.72,0.59,0.31,0,104,2.5,Medium
576,26.3,3.2,0.62,0.18,0,165,4.6,Low
577,22.8,2.96,0.44,0.46,0,68,2.8,Medium
578,36.4,4.68,0.54,0.33,0,102,4.9,Low
579,4.8,2.39,0.37,0.15,0,76,1.7,High
580,20.8,5.45,0.56,0.15,1,72,3.5,Medium
581,12.7,9.17,0.68,0.17,1,101,4.3,Low
582,27.2,4.59,0.07,0.29,0,85,2.3,High
583,1.7,3.63,0.2,0.21,2,109,4.2,High
584,20.3,4.22,0.24,0.21,1,145,3.4,Medium
585,22.8,5.59,0.2,0.36,1,89,3.4,Medium
586,30.2,7.43,0.29,0.48,1,61,2.3,High
587,13.8,3.8,0.2,0.49,1,145,5.3,Low
588,45.9,3.5,0.68,0.19,0,89,1.8,Medium
589,12.1,0.12,0.33,0.31,0,193,4.0,Low
590,6.6,4.14,0.2,0.35,1,103,2.0,High
591,24.1,0.39,0.15,0.16,1,114,3.4,High
592,16.7,2.36,0.22,0.37,0,27,4.7,High
593,36.4,6.63,0.4,0.3,1,73,3.0,High
594,2.1,7.06,0.32,0.31,1,28,0.3,High
595,18.4,5.39,0.39,0.41,1,131,1.1,Medium
596,26.2,7.64,0.04,0.45,1,116,0.3,High
597,11.3,0.95,0.51,0.22,0,145,3.6,Low
598,4.1,8.88,0.56,0.29,0,152,3.5,Low
599,32.5,1.45,0.65,0.36,0,158,2.9,Low
600,9.6,4.9,0.61,0.24,0,110,2.4,Medium
601,28.4,2.0,0.39,0.08,0,123,3.9,Medium
602,8.8,4.93,0.77,0.19,1,143,0.9,Medium
603,14.8,4.05,0.05,0.1,1,88,5.2,High
604,25.6,7.41,0.2,0.14,0,82,3.6,High
605,21.5,11.39,0.61,0.22,0,181,1.8,Low
606,8.7,6.65,0.35,0.31,1,47,2.7,High
607,23.3,3.64,0.7,0.23,2,140,3.3,Low
608,0.0,8.6,0.32,0.25,0,133,1.0,High
609,6.0,1.09,0.22,0.31,0,75,4.7,Medium
610,35.5,2.26,0.28,0.11,0,93,5.2,Medium
611,16.3,3.31,0.82,0.5,0,105,3.7,Low
612,25.2,3.17,0.39,0.11,3,128,5.2,Medium
613,24.9,1.78,0.36,0.05,0,134,8.3,Low
614,14.6,6.09,0.45,0.45,0,118,0.3,Medium
615,19.2,3.99,0.33,0.17,0,127,3.6,Medium
616,6.3,3.59,0.25,0.22,2,146,1.1,High
617,19.3,8.23,0.53,0.25,0,144,6.3,Low
618,13.1,2.66,0.68,0.13,0,181,3.9,Low
619,38.9,7.08,0.26,0.14,1,161,2.2,Medium
620,11.0,3.18,0.39,0.13,0,120,3.0,Medium
621,23.1,3.24,0.07,0.34,0,145,5.9,Low
622,15.3,1.72,0.08,0.06,2,136,4.3,High
623,26.1,0.37,0.23,0.15,0,126,4.5,Medium
624,4.4,2.02,0.4,0.14,0,85,6.2,Medium
625,16.7,1.33,0.36,0.28,0,126,5.2,Low
626,23.9,4.77,0.48,0.15,0,37,5.5,Medium
627,20.4,3.06,0.59,0.38,1,162,3.3,Low
628,23.0,7.25,0.37,0.07,0,134,0.3,High
629,9.7,1.82,0.4,0.0,0,113,3.7,Medium
630,14.5,3.23,0.22,0.26,0,103,2.3,High
631,17.8,7.65,0.52,0.21,0,146,4.9,Low
632,25.8,6.67,0.2,0.27,0,193,0.3,Low
633,32.0,4.41,0.48,0.21,0,135,5.0,Low
634,0.0,0.9,0.51,0.0,0,196,3.8,Low
635,14.8,5.76,0.41,0.24,2,151,4.1,Low
636,11.4,3.14,0.74,0.32,0,87,4.6,Low
637,10.3,2.44,0.33,0.24,0,139,3.4,Low
638,20.7,7.99,0.37,0.3,0,135,2.9,Low
639,18.3,8.4,0.58,0.2,0,87,5.5,Low
640,6.8,1.34,0.39,0.06,0,103,4.6,Medium
641,6.3,9.15,0.38,0.38,0,102,4.7,Low
642,22.6,3.73,0.48,0.35,1,124,3.4,Low
643,7.1,6.35,0.47,0.04,1,108,3.7,Medium
644,11.1,9.49,0.23,0.49,1,130,3.5,Low
645,27.2,3.51,0.8,0.11,0,137,0.4,Medium
646,19.7,4.79,0.57,0.36,1,170,1.0,Low
647,33.5,6.17,0.7,0.15,0,141,3.3,Low
648,16.9,8.74,0.32,0.31,0,91,0.3,High
649,40.3,4.06,0.62,0.48,0,204,3.3,Low
650,16.2,6.43,0.34,0.44,1,92,1.9,High
651,30.0,1.68,0.44,0.05,1,104,3.4,Medium
652,9.6,0.44,0.22,0.25,0,143,3.8,Medium
653,11.5,1.96,0.49,0.35,0,235,0.3,Low
654,34.9,1.96,0.68,0.31,0,136,4.1,Low
655,11.0,6.93,0.13,0.35,0,94,2.7,Medium
656,15.8,3.78,0.43,0.09,1,54,0.3,High
657,11.4,2.17,0.36,0.51,2,51,2.7,High
658,29.2,1.34,0.2,0.26,2,120,4.2,Medium
659,5.9,2.75,0.18,0.19,0,141,2.8,Medium
660,31.1,6.75,0.15,0.3,0,63,2.7,High
661,20.4,1.33,0.4,0.04,1,128,3.8,Medium
662,19.9,3.62,0.33,0.18,0,67,2.6,High
663,17.4,2.85,0.46,0.11,0,83,3.0,Medium
664,30.5,5.06,0.47,0.25,0,145,1.1,Medium
665,15.8,9.52,0.13,0.47,0,90,2.6,Medium
666,10.9,2.04,0.11,0.27,0,172,6.9,Low
667,23.2,4.95,0.52,0.26,0,96,3.8,Medium
668,17.1,3.95,0.6,0.35,0,164,4.0,Low
669,37.6,2.6,0.7,0.02,0,210,2.3,Low
670,27.1,4.15,0.85,0.07,0,90,2.8,Medium
671,21.5,9.46,0.44,0.63,1,218,3.1,Low
672,32.3,3.79,0.23,0.16,0,120,5.1,Low
673,3.5,3.79,0.65,0.25,0,94,5.7,Low
674,23.6,2.86,0.65,0.19,1,108,2.7,Medium
675,19.0,5.25,0.45,0.51,0,103,3.5,Low
676,16.0,1.0,0.15,0.5,1,176,3.1,Low
677,15.2,4.36,0.27,0.3,0,172,4.9,Low
678,29.1,5.34,0.43,0.27,0,172,4.3,Low
679,0.0,1.46,0.27,0.17,0,68,3.3,High
680,22.7,8.79,0.21,0.19,1,127,5.3,Low
681,3.7,8.68,0.48,0.3,1,58,4.4,Medium
682,15.6,10.74,0.45,0.15,0,160,2.1,Low
683,17.5,5.71,0.56,0.25,0,100,3.5,Medium
684,34.2,5.25,0.85,0.1,0,140,3.2,Low
685,12.7,3.77,0.5,0.4,0,99,1.7,Medium
686,18.5,4.2,0.27,0.27,2,49,3.1,High
687,5.7,6.78,0.32,0.33,0,155,5.6,Low
688,23.1,4.05,0.56,0.49,0,158,5.5,Low
689,4.7,3.55,0.41,0.1,3,125,5.1,Medium
690,0.2,5.68,0.42,0.17,1,35,4.9,High
691,2.9,2.12,0.28,0.12,0,150,3.9,Medium
692,15.2,8.74,0.57,0.46,0,90,2.4,Medium
693,15.7,4.03,0.48,0.2,2,140,4.5,Low
694,29.3,6.29,0.2,0.16,1,100,0.5,High
695,33.2,1.6,0.18,0.4,1,104,2.3,High
696,33.0,3.87,0.55,0.25,0,139,5.5,Low
697,29.5,2.82,0.41,0.34,0,87,2.6,Medium
698,38.8,2.95,0.27,0.07,2,113,4.7,Medium
699,22.6,0.59,0.6,0.36,0,140,2.8,Low
700,22.7,7.17,0.17,0.43,0,206,4.5,Low
701,36.3,5.45,0.11,0.25,0,117,0.7,High
702,6.9,0.26,0.1,0.2,0,153,5.8,Low
703,27.4,3.36,0.42,0.47,0,73,1.5,High
704,17.5,3.35,0.8,0.55,0,187,1.0,Low
705,31.3,5.2,0.17,0.26,1,87,5.7,Medium
706,29.8,3.56,0.45,0.28,1,114,3.5,Medium
707,16.4,7.26,0.26,0.14,1,140,2.9,Medium
708,6.0,6.89,0.27,0.38,1,88,6.3,Medium
709,31.5,10.62,0.61,0.2,0,163,4.8,Low
710,13.3,2.68,0.45,0.34,1,93,2.7,Medium
711,19.2,8.1,0.27,0.2,0,153,3.3,Low
712,6.8,6.38,0.04,0.33,1,162,5.4,Low
713,14.4,3.47,0.28,0.41,0,143,1.8,Medium
714,28.2,3.23,0.12,0.08,0,148,6.1,Low
715,21.9,3.74,0.15,0.17,0,221,2.7,Low
716,10.5,4.74,0.24,0.11,0,136,1.9,Medium
717,0.0,2.38,0.24,0.47,0,124,5.5,Medium
718,24.9,0.81,0.72,0.23,0,133,4.8,Low
719,13.8,2.44,0.41,0.14,2,170,0.3,High
720,19.7,3.2,0.39,0.26,0,213,3.3,Low
721,16.6,5.71,0.72,0.24,1,113,1.5,Medium
722,13.7,0.44,0.52,0.54,0,83,4.9,Low
723,24.2,5.93,0.4,0.38,0,166,6.6,Low
724,9.3,0.39,0.65,0.27,1,65,4.5,High
725,19.5,5.19,0.56,0.06,2,130,2.1,Medium
726,22.1,5.66,0.63,0.32,1,132,5.1,Low
727,31.5,3.61,0.42,0.1,0,115,3.4,Medium
728,18.5,4.14,0.38,0.28,0,118,3.4,Medium
729,6.1,6.09,0.26,0.26,2,53,2.6,High
730,24.7,2.25,0.48,0.41,0,85,3.7,Medium
731,9.1,4.93,0.37,0.26,0,157,3.4,Low
732,11.3,2.95,0.3,0.34,0,38,0.3,High
733,13.0,8.65,0.68,0.4,2,116,3.5,Low
734,16.2,5.63,0.38,0.46,1,107,3.3,Medium
735,30.9,0.87,0.82,0.05,1,40,4.1,High
736,24.5,9.45,0.23,0.26,0,187,0.3,Low
737,7.0,7.01,0.13,0.76,1,78,4.4,Medium
738,33.1,0.38,0.57,0.32,2,141,3.6,Medium
739,28.6,0.58,0.47,0.16,0,101,4.4,Medium
740,22.2,0.32,0.41,0.34,0,86,0.6,High
741,0.0,1.05,0.11,0.14,0,110,1.3,High
742,9.6,4.45,0.03,0.42,2,105,0.3,High
743,18.1,4.25,0.24,0.18,0,112,3.8,Medium
744,34.6,6.2,0.39,0.18,1,88,2.9,High
745,31.3,3.07,0.68,0.28,1,79,3.2,Medium
746,8.3,3.22,0.11,0.39,1,160,1.0,Medium
747,1.2,4.34,0.45,0.25,0,120,1.3,High
748,16.2,7.38,0.14,0.46,0,117,0.3,High
749,19.4,1.68,0.39,0.13,1,84,1.1,High
750,5.6,3.23,0.83,0.45,1,182,2.3,Low
751,9.3,7.96,0.31,0.08,1,116,2.4,High
752,39.2,4.2,0.15,0.19,0,44,3.4,High
753,14.3,3.12,0.2,0.05,0,131,4.9,Medium
754,15.0,1.56,0.36,0.49,1,89,2.3,High
755,46.3,6.71,0.21,0.16,0,156,4.4,Low
756,14.6,2.56,0.61,0.51,1,161,4.9,Low
757,7.9,2.53,0.51,0.46,0,156,5.6,Low
758,10.9,8.09,0.78,0.36,0,101,4.4,Low
759,20.9,0.86,0.26,0.1,0,115,3.6,Medium
760,13.3,8.89,0.61,0.07,0,129,1.6,Medium
761,16.7,4.51,0.26,0.16,1,155,4.0,Low
762,17.6,4.07,0.37,0.17,1,78,2.8,High
763,49.5,4.86,0.08,0.37,0,123,6.0,Low
764,25.1,4.06,0.23,0.54,1,194,3.7,Low
765,8.5,2.42,0.65,0.04,0,98,3.2,Medium
766,16.3,5.03,0.35,0.07,0,118,6.0,Low
767,26.0,2.53,0.65,0.54,1,224,2.6,Low
768,28.8,5.28,0.75,0.26,1,110,3.5,Low
769,2.0,10.94,0.54,0.5,0,58,7.1,Low
770,3.8,5.98,0.81,0.19,0,117,4.0,Low
771,22.7,3.43,0.45,0.09,0,186,5.5,Low
772,11.6,4.77,0.32,0.15,0,162,6.2,Low
773,10.2,3.04,0.32,0.02,1,80,2.5,High
774,19.9,3.45,0.46,0.16,0,136,5.1,Low
775,25.9,3.66,0.58,0.51,2,112,2.9,Medium
776,15.6,5.43,0.38,0.24,0,152,7.2,Low
777,0.0,6.72,0.4,0.31,0,95,6.1,Medium
778,12.7,10.33,0.46,0.23,0,139,4.8,Low
779,6.4,5.95,0.6,0.08,1,196,5.4,Low
780,23.6,0.71,0.2,0.47,1,15,2.2,High
781,38.5,0.16,0.14,0.48,0,143,6.6,Low
782,20.9,3.8,0.59,0.3,0,172,1.9,Low
783,22.4,7.0,0.21,0.11,1,57,4.2,High
784,26.1,3.38,0.14,0.15,1,91,2.2,High
785,31.5,3.42,0.29,0.26,2,104,5.0,Medium
786,12.2,6.7,0.33,0.56,0,90,6.6,Low
787,17.5,3.92,0.71,0.2,0,87,4.3,Low
788,27.5,7.1,0.54,0.11,0,105,4.1,Low
789,8.6,0.51,0.69,0.7,1,154,3.3,Low
790,2.9,5.43,0.38,0.08,0,179,3.7,Low
791,13.3,1.33,0.34,0.24,1,172,2.9,Low
792,30.6,4.8,0.37,0.17,1,159,6.4,Low
793,19.4,6.7,0.2,0.14,0,193,4.9,Low
794,13.3,0.88,0.24,0.23,0,201,2.9,Low
795,28.2,2.89,0.33,0.16,0,126,3.6,Medium
796,23.5,6.55,0.49,0.32,1,177,8.7,Low
797,10.2,5.35,0.62,0.08,0,136,4.0,Low
798,16.1,0.7,0.71,0.19,0,111,6.1,Low
799,7.8,4.73,0.35,0.44,0,118,2.5,Medium
800,19.4,2.38,0.15,0.17,1,160,4.4,Low
801,24.4,3.46,0.68,0.28,0,178,2.4,Low
802,0.0,3.19,0.24,0.21,0,143,2.5,High
803,7.8,0.01,0.43,0.13,0,104,4.9,Medium
804,34.8,6.7,0.19,0.15,0,100,1.9,High
805,14.6,0.82,0.58,0.11,1,45,1.4,High
806,34.6,4.28,0.36,0.41,0,134,4.7,Low
807,5.2,5.96,0.46,0.29,0,131,2.6,Low
808,12.7,1.51,0.39,0.32,1,78,3.0,High
809,20.2,3.18,0.1,0.31,0,138,0.3,High
810,14.8,2.47,0.02,0.19,0,138,1.2,High
811,30.7,9.17,0.59,0.29,1,60,3.9,Medium
812,16.8,6.74,0.27,0.17,0,107,3.1,Medium
813,25.1,6.28,0.54,0.27,1,176,5.1,Low
814,7.1,10.63,0.33,0.44,1,94,1.9,High
815,20.6,5.06,0.19,0.11,0,120,3.2,Medium
816,14.9,2.99,0.64,0.1,0,126,3.6,Low
817,8.0,0.32,0.92,0.13,0,118,3.1,Low
818,22.7,1.9,0.36,0.11,2,147,4.6,Medium
819,31.6,4.48,0.55,0.32,2,157,1.5,Medium
820,12.0,6.79,0.3,0.13,1,170,4.4,Low
821,22.2,2.04,0.54,0.28,1,107,5.6,Low
822,15.8,8.75,0.23,0.42,0,140,2.0,Medium
823,19.1,0.62,0.4,0.23,0,153,4.2,Low
824,26.4,2.87,0.3,0.23,1,115,4.1,Medium
825,32.4,5.21,0.49,0.09,0,91,4.6,Medium
826,30.4,4.39,0.41,0.35,0,125,3.5,Low
827,10.5,5.43,0.25,0.34,1,95,6.1,Medium
828,4.6,4.39,0.46,0.11,3,91,7.3,Medium
829,0.0,5.94,0.29,0.17,1,128,4.6,High
830,24.3,3.27,0.27,0.1,0,112,4.1,Medium
831,12.7,3.1,0.39,0.13,0,127,3.5,Medium
832,28.6,1.53,0.24,0.38,0,57,1.1,High
833,7.7,10.52,0.65,0.15,0,112,0.9,Medium
834,22.5,3.76,0.04,0.42,0,29,1.4,High
835,0.3,5.31,0.32,0.08,0,78,4.0,High
836,23.0,3.37,0.46,0.25,2,116,3.2,Medium
837,21.9,8.78,0.57,0.2,0,168,6.2,Low
838,7.0,3.97,0.38,0.27,0,141,0.3,Medium
839,19.9,4.98,0.62,0.46,0,123,3.6,Low
840,38.7,1.38,0.15,0.08,0,104,4.3,Medium
841,24.9,9.28,0.34,0.31,1,109,5.1,Low
842,47.6,4.65,0.35,0.08,0,172,3.8,Low
843,19.5,9.39,0.38,0.19,0,75,4.2,Medium
844,23.8,2.2,0.57,0.28,0,90,3.8,Medium
845,13.2,2.67,0.06,0.21,2,162,4.3,Medium
846,20.5,2.42,0.75,0.01,0,106,3.5,Medium
847,8.2,3.15,0.61,0.61,2,197,7.3,Low
848,27.1,6.01,0.14,0.21,0,147,4.5,Low
849,9.9,2.14,0.08,0.54,0,166,3.9,Low
850,34.7,3.86,0.86,0.38,1,54,2.2,Medium
851,4.5,1.66,0.55,0.03,0,162,2.9,Low
852,15.0,1.34,0.22,0.36,2,86,6.2,Medium
853,15.5,5.4,0.29,0.06,0,148,0.3,Medium
854,6.8,4.9,0.19,0.45,1,105,3.6,Medium
855,20.3,6.59,0.5,0.04,1,128,3.5,Medium
856,12.7,5.16,0.7,0.25,1,75,4.4,Medium
857,32.0,4.54,0.69,0.4,0,51,4.0,Medium
858,9.9,2.32,0.3,0.17,0,126,6.2,Low
859,22.2,1.22,0.56,0.02,1,108,3.7,Medium
860,17.1,5.8,0.49,0.42,0,84,3.4,Medium
861,15.9,3.23,0.63,0.13,1,52,5.2,Medium
862,18.9,5.2,0.43,0.22,0,12,6.3,Medium
863,25.1,3.99,0.51,0.4,0,140,4.7,Low
864,0.0,2.13,0.53,0.09,0,109,5.3,Medium
865,18.5,5.45,0.34,0.31,0,95,3.1,Medium
866,9.7,2.12,0.46,0.04,0,128,3.7,Medium
867,10.5,6.59,0.72,0.28,0,160,6.2,Low
868,20.4,1.58,0.31,0.06,1,130,4.4,Medium
869,29.0,9.7,0.64,0.28,1,102,3.1,Medium
870,33.5,2.21,0.09,0.36,1,205,3.6,Low
871,12.2,5.41,0.8,0.29,1,94,5.4,Low
872,0.0,1.86,0.38,0.42,0,63,5.5,High
873,18.7,2.27,0.49,0.21,1,123,2.0,Medium
874,0.0,6.06,0.33,0.21,2,109,4.2,High
875,22.4,3.39,0.12,0.51,1,157,3.5,Low
876,9.0,3.6,0.34,0.44,0,98,3.4,Medium
877,21.4,6.55,0.66,0.12,1,113,5.9,Low
878,9.5,4.57,0.64,0.28,2,85,3.1,Medium
879,6.4,5.34,0.69,0.27,0,152,2.5,Low
880,6.6,2.13,0.58,0.12,1,125,2.0,Medium
881,22.0,6.0,0.73,0.38,0,108,3.2,Low
882,4.8,4.33,0.29,0.23,0,114,2.2,Medium
883,23.5,5.29,0.59,0.28,2,119,1.9,Medium
884,35.8,5.09,0.31,0.49,1,62,1.9,High
885,34.7,7.39,0.19,0.44,1,166,2.0,Low
886,2.0,5.51,0.54,0.15,0,164,2.1,Low
887,4.5,0.52,0.33,0.27,1,121,4.2,Medium
888,22.8,2.22,0.72,0.08,0,117,0.3,Medium
889,7.3,4.68,0.29,0.39,0,80,2.2,High
890,24.2,5.2,0.64,0.2,0,189,3.3,Low
891,0.9,0.03,0.28,0.02,0,179,5.6,Low
892,17.3,1.02,0.3,0.47,1,135,3.1,Medium
893,27.4,7.28,0.69,0.19,0,152,3.2,Low
894,2.5,9.9,0.57,0.21,1,169,3.3,Low
895,16.8,0.96,0.43,0.42,1,161,0.3,Medium
896,16.7,4.77,0.75,0.38,0,85,4.7,Low
897,24.1,4.14,0.52,0.15,0,107,4.6,Low
898,11.3,7.03,0.42,0.33,1,138,5.0,Low
899,3.7,5.49,0.34,0.17,0,128,8.0,Low
900,0.0,6.49,0.43,0.3,0,150,1.2,High
901,31.3,2.84,0.22,0.14,2,145,0.8,High
902,26.3,3.98,0.52,0.15,0,129,4.8,Low
903,17.8,1.28,0.27,0.13,0,15,2.9,High
904,17.5,1.36,0.53,0.28,1,166,1.7,Low
905,22.3,0.32,0.14,0.4,0,153,3.0,Medium
906,27.7,4.69,0.26,0.19,0,202,2.4,Low
907,0.0,5.0,0.41,0.18,0,100,6.6,Medium
908,0.2,5.89,0.84,0.09,1,46,7.6,Medium
909,0.0,2.79,0.37,0.16,1,112,0.6,High
910,14.5,8.15,0.61,0.37,0,138,0.8,Low
911,19.8,1.2,0.45,0.58,0,102,2.1,Medium
912,28.1,0.3,0.55,0.18,0,174,2.3,Low
913,0.0,4.66,0.43,0.23,0,93,2.1,High
914,4.6,1.95,0.63,0.18,0,115,3.2,Medium
915,19.3,5.6,0.36,0.54,0,110,2.7,Medium
916,20.5,2.03,0.43,0.26,1,230,1.1,Low
917,16.0,2.26,0.11,0.09,1,83,1.7,High
918,6.7,2.02,0.14,0.07,0,143,6.3,Low
919,11.0,1.8,0.26,0.18,0,71,2.9,High
920,16.6,3.99,0.44,0.2,1,133,2.8,Medium
921,0.8,4.72,0.62,0.21,0,81,0.8,High
922,9.5,1.8,0.5,0.13,0,163,2.7,Low
923,4.2,0.49,0.37,0.12,1,156,5.2,Low
924,23.0,5.5,0.76,0.21,1,130,4.6,Low
925,8.9,5.16,0.4,0.13,1,64,5.0,High
926,4.9,6.14,0.89,0.35,0,117,1.3,Low
927,12.8,0.87,0.09,0.17,0,107,1.3,High
928,25.5,1.52,0.18,0.13,0,153,5.5,Low
929,17.8,6.47,0.17,0.25,1,83,5.0,Medium
930,29.0,6.69,0.36,0.14,0,166,3.0,Low
931,27.5,2.77,0.53,0.25,0,158,5.0,Low
932,10.5,1.14,0.77,0.21,0,65,1.3,High
933,19.3,1.9,0.25,0.31,0,111,1.3,High
934,29.0,1.1,0.05,0.31,1,117,0.6,High
935,13.2,6.39,0.59,0.33,0,160,4.2,Low
936,20.4,6.14,0.4,0.15,2,92,3.9,High
937,9.0,4.24,0.06,0.33,0,128,2.6,Medium
938,15.7,1.97,0.08,0.18,0,163,2.1,Medium
939,15.4,1.36,0.69,0.35,0,130,7.8,Low
940,24.3,2.15,0.62,0.4,0,45,3.0,Medium
941,14.2,1.33,0.31,0.51,0,100,6.0,Low
942,20.2,4.68,0.31,0.15,0,156,3.2,Low
943,21.8,6.29,0.34,0.2,1,151,2.6,Medium
944,10.1,6.38,0.63,0.16,0,30,6.0,Medium
945,14.0,1.35,0.27,0.18,1,128,4.9,Medium
946,22.6,2.21,0.64,0.1,0,157,3.5,Low
947,36.4,2.34,0.28,0.24,2,141,5.5,Low
948,5.4,7.06,0.36,0.38,1,146,8.0,Low
949,23.3,0.0,0.45,0.47,0,202,2.2,Low
950,30.1,3.99,0.44,0.14,1,118,4.3,Medium
951,19.0,1.38,0.18,0.16,1,132,2.8,High
952,9.0,3.43,0.1,0.32,1,82,1.8,High
953,17.5,6.08,0.19,0.2,1,94,1.8,High
954,8.3,3.03,0.45,0.2,0,106,6.4,Low
