link_id,device,freq_mhz,terrain,distance_km,line_of_sight,solar_activity,humidity_pct,dropout
473,SAT,1654.93,Forest,0.62,1,Medium,10.0,0
474,SAT,2293.18,Snow,1.6,1,Low,64.0,0
475,HF,15.41,Hills,0.87,0,Medium,60.0,1
476,UHF,2460.63,Forest,3.03,0,Low,29.0,0
477,UHF,2806.95,Forest,0.5,1,High,83.0,0
478,SAT,1603.27,Snow,5.93,1,High,38.0,1
479,SAT,1856.04,Snow,0.5,0,High,100.0,0
480,HF,17.34,Urban,1.03,0,High,81.0,1
481,HF,6.64,Plain,9.47,1,Medium,75.0,1
482,UHF,999.7,Plain,8.51,1,High,43.0,0
483,SAT,1549.19,Mountains,4.81,1,Low,58.0,1
484,VHF,213.96,Mountains,6.28,1,Medium,60.0,0
485,HF,16.4,Plain,4.06,0,Low,49.0,0
486,SAT,1531.27,Forest,2.49,1,High,55.0,0
487,HF,11.2,Hills,1.38,1,Low,90.0,0
488,SAT,1908.13,Forest,11.96,1,High,41.0,0
489,VHF,122.49,Hills,11.44,0,Medium,64.0,0
490,SAT,1518.26,Forest,11.27,1,Low,44.0,0
491,VHF,107.68,Plain,12.17,0,High,24.0,0
492,VHF,51.91,Snow,7.23,0,High,76.0,0
493,HF,3.16,Hills,11.35,1,Medium,63.0,0
494,VHF,125.37,Plain,10.24,1,High,75.0,1
495,VHF,134.35,Urban,1.55,0,High,36.0,1
496,HF,27.69,Plain,9.31,0,Low,43.0,1
497,VHF,64.64,Plain,4.12,0,High,63.0,0
498,VHF,219.11,Snow,3.67,0,Low,70.0,0
499,SAT,1763.56,Plain,0.66,0,High,79.0,0
500,HF,16.43,Plain,9.54,1,Low,53.0,1
501,VHF,146.3,Mountains,1.91,1,High,65.0,1
502,VHF,160.69,Urban,1.18,0,High,91.0,1
503,SAT,2262.61,Forest,8.82,0,Low,47.0,1
504,SAT,1518.46,Urban,0.5,0,High,61.0,1
505,UHF,1188.76,Snow,1.11,1,Low,52.0,0
506,SAT,1840.29,Plain,3.38,0,Low,59.0,0
507,SAT,1594.74,Forest,11.0,1,Medium,83.0,0
508,VHF,32.89,Forest,2.84,0,High,43.0,1
509,VHF,224.13,Urban,0.95,0,Medium,38.0,0
510,SAT,2382.73,Snow,3.36,1,Medium,73.0,0
511,SAT,1810.96,Urban,4.96,0,High,85.0,1
512,VHF,206.32,Plain,10.32,1,Medium,26.0,0
513,HF,29.87,Hills,8.22,1,High,48.0,1
514,UHF,743.45,Forest,7.52,0,Medium,61.0,1
515,UHF,1046.99,Forest,3.39,1,High,56.0,0
516,HF,25.09,Plain,11.96,1,High,58.0,0
517,HF,3.09,Forest,10.54,1,Low,56.0,0
518,HF,19.0,Plain,7.16,1,Medium,40.0,0
519,HF,15.91,Hills,7.89,1,High,10.0,0
520,SAT,2220.72,Mountains,11.81,0,Low,54.0,1
521,VHF,172.82,Urban,2.1,1,Medium,50.0,0
522,HF,16.94,Snow,15.42,1,Low,25.0,0
523,SAT,2210.33,Hills,0.71,0,High,41.0,0
524,HF,17.85,Hills,10.54,1,Low,73.0,0
525,UHF,2962.62,Hills,1.29,0,High,51.0,0
526,UHF,2184.55,Forest,4.07,1,Medium,59.0,1
527,SAT,2306.85,Plain,4.27,0,High,34.0,0
528,HF,14.41,Forest,13.77,1,Low,67.0,1
529,SAT,2458.02,Mountains,1.59,0,Medium,99.0,0
530,UHF,1510.79,Forest,2.74,0,Low,65.0,0
531,HF,12.35,Snow,0.78,1,Low,64.0,0
532,HF,28.36,Plain,3.93,0,Low,60.0,1
533,HF,13.18,Snow,2.48,0,Low,42.0,0
534,UHF,1287.14,Hills,2.94,1,Medium,74.0,0
535,HF,18.02,Forest,0.5,1,Medium,53.0,0
536,SAT,2349.45,Urban,8.96,1,Low,89.0,1
537,UHF,1191.3,Plain,2.18,0,Low,91.0,0
538,UHF,2539.66,Hills,5.06,1,High,44.0,0
539,SAT,1662.97,Mountains,5.0,0,High,70.0,0
540,SAT,1672.58,Forest,5.06,1,Medium,43.0,0
541,SAT,1950.93,Mountains,1.33,1,Medium,78.0,0
542,VHF,101.09,Plain,0.55,0,High,37.0,0
543,SAT,1984.37,Forest,0.5,0,Low,60.0,1
544,SAT,1512.47,Urban,4.21,1,Low,65.0,0
545,VHF,104.72,Mountains,0.5,0,Low,70.0,1
546,VHF,285.84,Urban,2.54,1,Low,35.0,0
547,UHF,2674.02,Urban,10.45,0,Medium,64.0,1
548,HF,3.78,Urban,0.5,1,High,59.0,0
549,UHF,2471.7,Forest,5.26,0,Medium,32.0,1
550,VHF,149.85,Plain,2.8,0,Low,78.0,0
551,UHF,2505.48,Forest,9.82,0,Low,87.0,0
552,SAT,1780.1,Hills,6.79,1,Medium,56.0,1
553,SAT,2050.2,Plain,0.63,0,Medium,52.0,1
554,SAT,2486.12,Snow,1.73,0,Low,48.0,1
555,VHF,118.24,Forest,5.07,0,Low,100.0,0
556,SAT,2384.72,Hills,0.94,1,Low,74.0,0
557,VHF,266.86,Forest,8.09,0,Low,41.0,0
558,UHF,715.92,Snow,1.39,1,Medium,23.0,0
559,VHF,95.76,Hills,8.87,0,Medium,46.0,0
560,VHF,64.55,Urban,1.56,0,Medium,47.0,0
561,UHF,1077.67,Forest,1.23,1,Medium,60.0,0
562,UHF,1714.37,Mountains,14.2,0,Low,56.0,1
563,UHF,2805.81,Plain,5.06,1,Low,78.0,0
564,VHF,137.08,Mountains,3.88,0,High,10.0,0
565,HF,29.67,Hills,0.5,0,Low,66.0,1
566,UHF,1377.94,Mountains,1.65,0,Medium,73.0,0
567,SAT,2089.03,Urban,0.66,0,Medium,19.0,0
568,VHF,290.49,Forest,0.87,0,Low,38.0,0
569,SAT,2101.59,Snow,1.52,0,Medium,45.0,0
570,VHF,134.46,Snow,0.73,1,Low,65.0,0
571,VHF,171.89,Snow,11.49,0,High,47.0,1
572,SAT,2043.76,Plain,0.5,0,High,54.0,1
573,VHF,58.36,Plain,9.81,1,Low,39.0,0
574,UHF,1392.55,Urban,3.26,0,High,56.0,0
575,VHF,172.12,Hills,0.85,1,High,42.0,0
576,VHF,240.4,Mountains,3.74,1,High,37.0,0
577,SAT,1506.04,Mountains,9.87,0,High,58.0,1
578,VHF,249.75,Urban,11.03,0,Low,72.0,0
579,HF,10.3,Snow,2.2,1,High,60.0,1
580,SAT,2215.39,Plain,5.55,1,Low,50.0,0
581,VHF,238.53,Plain,0.5,0,Medium,75.0,0
582,VHF,262.1,Urban,3.46,0,Low,46.0,0
583,SAT,2451.86,Mountains,1.29,1,Low,53.0,1
584,HF,27.3,Mountains,1.78,0,High,78.0,1
585,VHF,200.96,Urban,3.12,0,Low,46.0,0
586,SAT,2225.45,Forest,12.24,1,Low,44.0,0
587,HF,21.96,Forest,8.67,0,High,70.0,0
588,UHF,1698.27,Plain,2.41,1,Medium,35.0,0
589,HF,23.75,Urban,3.25,0,Low,79.0,0
590,HF,15.23,Hills,10.36,0,Medium,16.0,0
591,UHF,2513.9,Plain,0.5,0,Low,56.0,0
592,VHF,230.83,Mountains,7.49,0,Medium,42.0,0
593,SAT,1989.82,Plain,0.93,0,High,62.0,1
594,UHF,1688.18,Plain,1.63,1,Low,84.0,1
595,SAT,2141.12,Plain,1.23,1,High,32.0,0
596,UHF,1199.32,Hills,4.01,0,Medium,27.0,0
597,HF,18.01,Urban,1.31,0,High,78.0,0
598,SAT,2399.93,Snow,3.05,1,Medium,50.0,0
599,VHF,113.98,Snow,0.5,1,Medium,53.0,0
600,VHF,216.14,Urban,1.9,0,Low,50.0,0
601,SAT,1539.85,Plain,6.21,0,Low,48.0,0
602,HF,6.46,Forest,2.85,1,Low,37.0,0
603,VHF,268.95,Forest,8.67,0,Low,50.0,1
604,SAT,2403.32,Forest,3.08,1,Low,38.0,1
605,UHF,1835.65,Plain,10.44,0,High,75.0,1
606,VHF,191.18,Plain,2.51,1,High,44.0,0
607,VHF,140.62,Urban,2.24,0,High,81.0,0
608,VHF,191.12,Hills,1.48,0,Low,68.0,0
609,UHF,2664.46,Mountains,3.1,1,Low,35.0,1
610,UHF,717.35,Snow,8.89,1,Medium,34.0,0
611,SAT,2000.55,Urban,6.26,0,High,51.0,1
612,UHF,2665.51,Plain,0.95,0,Medium,40.0,1
613,HF,4.92,Plain,12.97,0,Low,40.0,0
614,VHF,84.32,Forest,2.96,0,High,72.0,0
615,SAT,2012.86,Plain,1.26,0,High,60.0,0
616,UHF,1967.14,Snow,13.99,1,Low,80.0,0
617,HF,22.09,Plain,2.91,0,Medium,34.0,0
618,VHF,79.94,Forest,0.95,0,High,18.0,0
619,SAT,2097.85,Mountains,8.67,1,High,40.0,0
620,HF,12.27,Plain,3.47,1,Low,77.0,0
621,UHF,1154.27,Forest,1.1,0,Medium,42.0,1
622,HF,4.7,Snow,5.7,0,Low,88.0,0
623,VHF,63.48,Forest,20.08,1,High,44.0,0
624,HF,24.57,Hills,0.5,0,Low,67.0,0
625,VHF,153.33,Plain,2.85,0,High,54.0,1
626,VHF,232.25,Mountains,3.6,0,Low,16.0,1
627,VHF,250.75,Mountains,5.41,0,Low,42.0,0
628,HF,24.42,Urban,1.3,0,Low,65.0,0
629,SAT,2481.22,Snow,1.02,1,High,54.0,0
630,UHF,1000.02,Plain,6.77,1,Medium,46.0,0
631,SAT,1572.78,Forest,5.53,0,Low,52.0,1
632,VHF,171.12,Forest,1.41,1,Low,58.0,0
633,SAT,2463.32,Hills,0.5,1,High,10.0,1
634,SAT,1702.22,Forest,8.05,1,High,44.0,1
635,VHF,176.85,Forest,5.73,0,High,39.0,0
636,UHF,1405.94,Snow,10.59,1,High,69.0,0
637,HF,19.84,Urban,0.5,0,Low,70.0,0
638,UHF,1477.74,Snow,3.34,0,Low,58.0,0
639,HF,29.69,Forest,0.87,0,Low,57.0,1
640,SAT,2279.31,Hills,5.62,1,Low,15.0,0
641,HF,23.87,Hills,1.44,1,High,37.0,0
642,UHF,1290.69,Urban,1.53,1,Low,48.0,0
643,HF,23.66,Snow,6.27,0,High,53.0,0
644,VHF,170.88,Mountains,8.71,1,High,55.0,0
645,SAT,2357.28,Urban,12.07,1,High,16.0,0
646,UHF,2411.91,Snow,0.5,0,Medium,75.0,0
647,SAT,2170.14,Plain,8.22,1,Low,35.0,0
648,UHF,951.12,Urban,17.79,1,High,10.0,0
649,SAT,2073.72,Mountains,0.5,0,High,71.0,1
650,UHF,2711.32,Urban,12.16,0,High,37.0,0
651,SAT,2123.97,Plain,15.39,1,Medium,69.0,1
652,SAT,2331.8,Mountains,1.07,0,High,20.0,0
653,UHF,1740.84,Plain,1.85,0,Low,47.0,0
654,VHF,257.58,Mountains,1.78,0,High,36.0,0
655,HF,18.76,Snow,14.93,1,High,63.0,1
656,VHF,259.84,Mountains,0.5,1,High,37.0,0
657,UHF,1576.64,Snow,4.07,0,Medium,63.0,1
658,VHF,209.95,Mountains,4.33,1,Medium,47.0,0
659,HF,4.55,Plain,5.28,1,High,42.0,0
660,SAT,1937.82,Plain,1.27,0,High,73.0,0
661,SAT,1639.38,Plain,3.21,1,Medium,94.0,0
662,UHF,921.72,Mountains,2.66,0,High,48.0,1
663,VHF,176.15,Plain,2.62,0,Medium,40.0,0
664,VHF,175.98,Hills,2.03,1,Medium,52.0,0
665,HF,24.58,Snow,14.35,1,High,57.0,1
666,HF,15.83,Snow,5.27,0,High,19.0,0
667,UHF,2849.66,Hills,7.14,1,High,35.0,0
668,VHF,120.44,Urban,1.94,0,Medium,25.0,0
669,UHF,1539.36,Urban,0.5,0,Low,32.0,0
670,VHF,238.01,Forest,15.21,1,High,84.0,0
671,SAT,2157.1,Mountains,10.45,1,Medium,10.0,1
672,VHF,75.04,Hills,3.06,1,High,62.0,0
673,UHF,1701.28,Forest,2.44,0,Medium,48.0,0
674,VHF,50.46,Snow,2.94,1,Medium,60.0,0
675,HF,7.03,Mountains,1.57,0,Medium,32.0,1
676,VHF,58.24,Plain,4.77,1,High,46.0,0
677,VHF,55.66,Mountains,18.19,0,Low,79.0,1
678,SAT,1646.35,Plain,0.5,0,High,46.0,0
679,UHF,2704.19,Mountains,7.79,1,Low,83.0,0
680,HF,21.58,Plain,0.5,0,Low,10.0,0
681,SAT,2175.49,Plain,9.8,1,Low,66.0,1
682,UHF,2718.89,Mountains,0.79,1,Medium,56.0,0
683,UHF,2184.07,Hills,3.41,1,Medium,26.0,0
684,SAT,2108.88,Forest,3.55,0,Medium,73.0,1
685,SAT,2245.3,Plain,4.98,0,Medium,40.0,0
686,SAT,2197.85,Forest,4.65,0,Medium,60.0,0
687,HF,19.22,Forest,6.06,1,Medium,35.0,0
688,SAT,1607.65,Plain,9.44,1,High,45.0,0
689,UHF,489.52,Urban,0.5,1,Low,69.0,0
690,UHF,745.19,Forest,6.7,1,Low,100.0,0
691,VHF,197.75,Plain,0.5,0,Low,37.0,0
692,VHF,170.92,Mountains,7.89,0,Medium,80.0,1
693,SAT,2046.57,Urban,7.88,1,Medium,82.0,0
694,SAT,1885.6,Hills,1.06,0,Medium,68.0,0
695,HF,25.22,Mountains,1.17,1,Low,70.0,0
696,HF,23.04,Plain,0.5,1,Medium,41.0,0
697,UHF,438.94,Mountains,1.37,0,Low,36.0,1
698,SAT,1700.29,Hills,3.46,1,High,46.0,1
699,HF,17.73,Mountains,2.46,0,Medium,60.0,0
700,SAT,1691.29,Snow,1.27,0,Low,49.0,1
701,VHF,68.11,Forest,4.85,0,Medium,40.0,0
702,UHF,325.73,Forest,3.7,1,Medium,41.0,0
703,HF,29.54,Mountains,0.67,1,High,49.0,0
704,UHF,924.6,Forest,1.93,1,Medium,72.0,0
705,HF,14.41,Urban,14.15,1,Low,33.0,0
706,UHF,1992.72,Plain,5.6,0,Medium,66.0,1
707,VHF,96.48,Forest,15.07,0,Low,66.0,0
708,SAT,2313.96,Plain,3.04,0,High,45.0,1
709,VHF,189.98,Hills,0.5,1,Low,61.0,0
710,HF,21.49,Forest,7.86,0,High,79.0,1
711,SAT,1653.68,Mountains,0.5,1,High,49.0,0
712,HF,22.51,Snow,14.28,0,Low,40.0,1
713,UHF,443.03,Mountains,1.83,1,High,36.0,0
714,VHF,116.66,Hills,5.38,1,Medium,38.0,0
715,VHF,146.25,Hills,9.36,0,Low,71.0,0
716,UHF,556.84,Snow,3.06,1,High,54.0,0
717,SAT,2059.22,Plain,2.81,0,Low,23.0,0
718,UHF,1220.53,Forest,1.03,1,Low,80.0,0
719,HF,6.65,Snow,6.51,0,Low,51.0,0
720,UHF,1070.76,Mountains,2.07,0,Low,65.0,0
721,SAT,2080.25,Forest,4.94,0,Medium,67.0,1
722,HF,9.08,Mountains,1.42,1,High,38.0,0
723,HF,15.7,Urban,6.72,1,Medium,30.0,1
724,HF,21.64,Plain,5.96,0,Low,36.0,1
725,HF,19.51,Hills,0.5,0,High,51.0,0
726,SAT,2264.07,Snow,0.54,0,Low,64.0,0
727,HF,21.68,Snow,0.5,1,High,92.0,1
728,VHF,160.78,Urban,0.5,1,Medium,73.0,0
729,UHF,1703.15,Snow,0.5,1,Medium,16.0,0
730,UHF,1014.73,Plain,1.97,1,Low,52.0,0
731,HF,28.16,Mountains,7.26,0,Medium,10.0,0
732,VHF,273.52,Snow,3.81,1,Low,74.0,1
733,HF,25.04,Forest,0.56,0,High,51.0,0
734,HF,7.02,Hills,0.5,0,Medium,56.0,1
735,HF,23.85,Forest,0.55,1,High,50.0,0
736,SAT,2427.52,Forest,2.34,0,High,57.0,0
737,SAT,2409.81,Urban,1.81,0,Low,41.0,0
738,UHF,2743.65,Hills,6.19,1,Medium,57.0,0
739,SAT,2173.94,Snow,4.91,0,Medium,36.0,1
740,VHF,97.56,Forest,10.47,0,Low,61.0,1
741,VHF,188.1,Plain,14.81,1,High,60.0,0
742,SAT,1783.82,Mountains,0.5,0,Medium,65.0,0
743,VHF,246.22,Urban,1.29,1,Low,53.0,0
744,HF,7.65,Snow,0.5,0,High,76.0,1
745,VHF,88.43,Urban,1.83,1,Medium,91.0,0
746,VHF,101.57,Hills,4.55,0,Low,24.0,0
747,VHF,190.46,Mountains,1.55,0,Medium,30.0,0
748,VHF,188.75,Urban,1.05,0,Low,52.0,0
749,UHF,1783.09,Urban,2.45,1,High,46.0,1
750,UHF,692.3,Plain,0.5,1,High,64.0,0
751,SAT,1963.44,Urban,18.11,0,Low,65.0,1
752,VHF,280.69,Urban,17.07,0,High,61.0,1
753,UHF,2833.23,Mountains,0.72,1,Medium,22.0,0
754,SAT,1980.46,Hills,1.05,0,Medium,59.0,0
755,HF,10.08,Mountains,4.17,0,Low,92.0,0
756,VHF,298.02,Mountains,1.85,0,Medium,65.0,0
757,SAT,1719.96,Urban,0.5,1,Medium,54.0,0
758,SAT,2340.94,Urban,0.5,1,Medium,67.0,0
759,HF,10.96,Mountains,5.59,1,Low,38.0,0
760,HF,27.57,Snow,1.18,1,Low,63.0,1
761,SAT,1618.94,Hills,3.86,1,High,55.0,0
762,VHF,115.4,Forest,1.62,1,High,32.0,0
763,VHF,203.61,Plain,3.72,1,Low,60.0,0
764,UHF,555.62,Forest,34.2,0,High,56.0,0
765,SAT,1891.73,Plain,5.87,1,Medium,71.0,0
766,UHF,1362.94,Plain,2.13,0,Low,58.0,0
767,SAT,2011.22,Hills,16.8,0,High,59.0,1
768,SAT,1503.64,Hills,0.5,0,High,58.0,0
769,SAT,2151.27,Plain,0.94,0,Low,58.0,0
770,VHF,140.52,Snow,3.45,1,Low,78.0,0
771,VHF,95.37,Plain,1.73,0,High,69.0,1
772,SAT,1706.26,Mountains,6.36,1,Low,36.0,0
773,HF,23.93,Plain,0.5,0,Low,52.0,0
774,HF,10.73,Hills,1.6,0,High,27.0,0
775,SAT,2177.3,Mountains,9.68,1,Low,85.0,0
776,UHF,326.52,Plain,2.57,1,Low,41.0,0
777,VHF,291.98,Mountains,1.13,1,Low,40.0,0
778,UHF,517.05,Urban,3.66,0,High,92.0,0
779,UHF,1392.23,Plain,2.28,1,High,43.0,0
780,HF,21.03,Plain,1.66,0,High,36.0,0
781,HF,19.86,Hills,9.44,1,Low,68.0,1
782,UHF,2709.76,Mountains,9.53,1,High,55.0,0
783,UHF,2918.24,Mountains,2.71,0,High,37.0,1
784,UHF,2243.34,Plain,4.63,1,Low,62.0,0
785,HF,20.25,Plain,6.34,0,High,68.0,1
786,UHF,565.55,Hills,6.09,0,High,72.0,0
787,HF,14.9,Snow,2.02,1,Medium,60.0,1
788,VHF,80.49,Plain,5.41,1,High,73.0,1
789,VHF,132.5,Urban,12.52,0,Low,72.0,0
790,UHF,681.68,Hills,0.5,0,High,46.0,1
791,UHF,2420.46,Mountains,0.5,1,High,89.0,0
792,HF,16.85,Plain,9.57,0,Medium,68.0,1
793,VHF,59.85,Urban,4.61,1,Low,83.0,0
794,SAT,2020.81,Mountains,0.5,1,Low,52.0,0
795,VHF,118.94,Forest,7.26,0,Low,72.0,0
796,UHF,1653.66,Hills,0.56,1,High,60.0,0
797,HF,9.94,Hills,9.15,1,Low,74.0,0
798,HF,23.42,Hills,3.3,1,Medium,47.0,0
799,UHF,321.94,Mountains,1.72,1,Medium,44.0,0
800,HF,6.79,Hills,4.81,1,High,80.0,0
801,SAT,2071.34,Hills,0.96,0,High,60.0,1
802,HF,20.5,Mountains,3.86,0,High,75.0,0
803,SAT,1541.6,Urban,3.37,0,High,27.0,0
804,UHF,2098.99,Forest,1.37,1,Low,39.0,0
805,UHF,844.17,Forest,5.51,1,High,45.0,0
806,SAT,1647.51,Snow,2.16,1,Low,81.0,0
807,UHF,354.32,Plain,9.5,0,Medium,80.0,0
808,VHF,162.77,Forest,0.5,1,High,57.0,0
809,SAT,2252.36,Hills,7.35,0,Low,65.0,1
810,SAT,2095.47,Mountains,2.88,1,Low,58.0,0
811,UHF,2637.59,Plain,1.87,1,Low,35.0,1
812,SAT,2034.12,Mountains,13.97,0,Low,56.0,0
813,VHF,32.43,Hills,1.12,1,Medium,37.0,0
814,VHF,260.78,Snow,2.75,0,Low,47.0,1
815,SAT,2418.8,Forest,3.12,0,High,51.0,0
816,UHF,2657.86,Hills,1.77,0,Low,88.0,0
817,HF,8.13,Mountains,0.5,0,Medium,58.0,0
818,HF,29.74,Plain,11.78,1,High,47.0,0
819,VHF,289.55,Forest,11.22,0,Medium,67.0,0
820,HF,26.12,Forest,4.96,0,Medium,42.0,0
821,SAT,2081.32,Hills,1.96,0,Low,100.0,1
822,VHF,83.5,Forest,4.94,0,High,64.0,1
823,UHF,823.03,Hills,16.68,1,Low,10.0,0
824,VHF,170.08,Urban,10.74,0,High,39.0,0
825,VHF,270.99,Snow,0.91,1,High,91.0,0
826,HF,13.34,Hills,8.47,0,Medium,58.0,1
827,VHF,163.38,Snow,7.99,0,Medium,46.0,1
828,SAT,1919.2,Forest,12.46,0,Medium,63.0,0
829,HF,22.93,Urban,0.5,0,High,23.0,1
830,VHF,56.73,Snow,7.27,0,High,36.0,1
831,UHF,2244.28,Forest,3.95,0,High,27.0,0
832,UHF,2420.48,Snow,3.86,1,Low,48.0,0
833,HF,22.31,Mountains,2.15,0,High,87.0,1
834,HF,21.28,Snow,7.7,0,Medium,67.0,0
835,VHF,135.39,Mountains,2.76,0,Medium,65.0,1
836,HF,16.06,Urban,2.22,0,Medium,42.0,1
837,SAT,1711.84,Plain,16.14,1,High,71.0,1
838,HF,21.69,Mountains,3.11,0,Medium,39.0,0
839,VHF,86.44,Forest,7.86,1,Low,51.0,1
840,SAT,2057.97,Plain,0.75,0,Medium,70.0,0
841,VHF,231.68,Mountains,6.74,1,High,53.0,0
842,UHF,798.04,Mountains,5.56,1,Medium,73.0,0
843,SAT,1770.86,Hills,3.58,0,Low,51.0,0
844,UHF,1485.46,Forest,0.74,1,High,82.0,1
845,SAT,2147.15,Forest,0.64,0,Medium,63.0,0
846,UHF,1172.72,Mountains,5.64,0,Low,37.0,0
847,SAT,1677.83,Snow,9.68,0,High,44.0,0
848,VHF,72.01,Plain,4.19,0,High,51.0,0
849,SAT,1762.74,Hills,3.09,1,Medium,74.0,1
850,HF,13.92,Hills,3.67,0,Medium,92.0,1
851,UHF,550.95,Snow,0.85,0,Medium,25.0,0
852,UHF,2870.8,Plain,0.5,1,Medium,47.0,0
853,SAT,2498.97,Hills,8.83,1,Medium,80.0,0
854,SAT,2371.23,Hills,9.37,1,Low,54.0,0
855,HF,25.34,Mountains,7.0,0,Medium,52.0,1
856,VHF,145.86,Hills,7.38,1,High,66.0,0
857,VHF,121.01,Hills,1.2,1,High,28.0,0
858,SAT,1932.86,Plain,0.58,0,High,67.0,0
859,UHF,350.99,Hills,0.87,0,High,61.0,0
860,SAT,1659.75,Plain,5.09,0,Medium,59.0,0
861,VHF,177.54,Snow,2.53,1,Medium,77.0,0
862,UHF,2803.24,Mountains,0.5,0,Low,54.0,0
863,UHF,2803.73,Plain,15.02,1,Low,56.0,0
864,HF,22.29,Hills,1.31,1,Low,59.0,1
865,SAT,1984.9,Snow,0.5,1,Low,14.0,0
866,UHF,1022.54,Plain,2.42,1,Low,76.0,0
867,HF,14.18,Mountains,1.2,1,High,67.0,0
868,VHF,295.93,Snow,2.3,1,Medium,66.0,0
869,SAT,2357.21,Plain,13.93,1,High,62.0,1
870,UHF,1608.17,Forest,4.85,0,Low,82.0,1
871,HF,26.05,Snow,5.19,1,Medium,59.0,0
872,VHF,231.83,Hills,10.75,0,Low,51.0,0
873,HF,13.9,Mountains,0.6,1,Low,20.0,0
874,HF,16.34,Snow,0.53,1,Medium,30.0,0
875,HF,15.52,Mountains,9.67,0,Medium,49.0,0
876,SAT,1514.51,Urban,0.87,0,High,57.0,0
877,VHF,116.77,Forest,6.62,0,High,43.0,1
878,UHF,404.66,Hills,1.17,0,Medium,50.0,0
879,VHF,268.93,Snow,3.22,0,Low,37.0,0
880,UHF,1883.67,Mountains,2.43,1,Medium,74.0,0
881,SAT,1904.07,Snow,0.55,1,High,49.0,0
882,SAT,1599.65,Snow,5.56,0,Medium,79.0,0
883,SAT,1540.66,Snow,9.65,0,Low,50.0,0
884,SAT,1756.17,Snow,0.52,1,Low,62.0,0
885,SAT,1895.81,Snow,2.21,0,High,64.0,0
886,UHF,1916.73,Plain,0.5,1,Medium,58.0,0
887,SAT,1852.04,Hills,1.35,0,High,33.0,1
888,HF,15.99,Mountains,1.51,1,Medium,48.0,0
889,SAT,2179.91,Hills,8.49,1,High,13.0,0
890,VHF,41.8,Forest,6.97,1,Low,88.0,1
891,UHF,1717.08,Forest,8.9,1,Low,10.0,0
892,UHF,1068.93,Mountains,0.5,1,Medium,72.0,0
893,HF,24.11,Forest,0.71,0,Medium,57.0,0
894,VHF,117.19,Snow,1.81,0,High,20.0,1
895,HF,7.58,Snow,6.82,1,High,60.0,0
896,UHF,2431.43,Forest,0.5,1,High,33.0,0
897,UHF,2375.72,Urban,0.81,0,High,64.0,0
898,SAT,1963.93,Hills,3.44,1,High,54.0,0
899,VHF,79.75,Hills,0.5,0,Low,60.0,0
900,UHF,1576.99,Hills,0.55,0,Low,48.0,0
901,VHF,149.3,Hills,1.92,0,Low,82.0,0
902,HF,6.97,Snow,1.37,0,High,35.0,0
903,SAT,1862.93,Urban,2.24,0,High,42.0,0
904,HF,24.99,Hills,7.05,1,Low,52.0,1
905,SAT,2003.03,Forest,1.23,1,Low,53.0,0
906,UHF,649.41,Snow,4.91,1,High,32.0,1
907,HF,26.88,Forest,10.64,0,High,15.0,1
908,VHF,230.88,Forest,1.82,0,Low,62.0,0
909,UHF,1766.62,Mountains,0.5,1,Low,62.0,0
910,HF,10.22,Forest,4.99,0,High,89.0,0
911,VHF,56.12,Plain,6.31,0,Medium,80.0,0
912,UHF,2293.07,Urban,3.24,0,High,56.0,0
913,UHF,1993.69,Snow,2.79,1,Medium,41.0,0
914,SAT,2319.65,Snow,6.86,0,High,78.0,0
915,UHF,2160.57,Plain,2.69,0,Medium,38.0,0
916,UHF,717.25,Snow,0.5,0,Low,73.0,0
917,SAT,1952.45,Forest,11.03,0,Medium,26.0,0
918,HF,11.43,Urban,1.46,0,Low,94.0,1
919,SAT,2365.46,Urban,4.69,1,Low,34.0,0
920,HF,10.39,Hills,4.05,1,Medium,35.0,0
921,UHF,1637.4,Urban,3.6,0,Low,17.0,0
922,VHF,178.05,Forest,1.41,0,High,47.0,0
923,SAT,2125.36,Snow,6.74,0,Low,64.0,1
924,SAT,2135.25,Plain,1.41,1,Medium,43.0,1
925,VHF,204.32,Urban,13.98,0,Low,37.0,0
926,UHF,1259.52,Hills,4.11,1,High,26.0,0
927,SAT,2005.76,Snow,7.35,0,Medium,61.0,1
928,HF,4.58,Forest,6.82,0,Low,69.0,0
929,SAT,2027.47,Hills,17.26,0,High,58.0,0
930,SAT,2122.07,Hills,3.8,0,Low,69.0,0
931,SAT,2244.38,Urban,0.5,1,Low,31.0,0
932,SAT,1647.3,Hills,0.5,1,Medium,42.0,0
933,UHF,1973.7,Urban,2.21,1,Medium,51.0,0
934,VHF,118.39,Hills,2.23,0,Low,81.0,0
935,SAT,1903.81,Mountains,1.23,1,Low,80.0,0
936,HF,15.82,Snow,13.0,0,Low,71.0,0
937,VHF,64.81,Snow,3.2,0,High,70.0,1
938,HF,9.48,Forest,11.65,0,Medium,39.0,1
939,HF,4.71,Urban,0.5,1,Low,57.0,0
940,HF,29.3,Urban,2.14,0,Medium,22.0,0
941,SAT,1690.77,Forest,2.23,0,Low,70.0,0
942,SAT,2133.74,Urban,0.5,1,High,50.0,0
943,HF,6.12,Forest,5.21,0,High,96.0,1
944,HF,21.82,Plain,0.77,0,Low,60.0,0
945,HF,26.62,Mountains,2.13,1,High,40.0,1
946,UHF,1583.24,Urban,19.83,0,Low,50.0,0
947,VHF,215.35,Snow,13.31,1,Low,42.0,0
