route_id,length_km,bridges_count,landslide_zone_km,rainfall_mm_24h,road_type,elevation_gain_m,cell_coverage_pct,ambush_cover_score_1to5,route_risk
402,73.3,2,11.7,118.0,Unpaved,1178.0,58.0,4,Medium
403,156.1,5,13.4,0.0,Paved,451.0,35.0,2,Low
404,200.8,3,0.5,81.0,Mixed,539.0,100.0,3,Low
405,141.9,6,20.8,179.0,Mixed,1310.0,39.0,5,High
406,32.8,2,3.4,71.0,Unpaved,322.0,39.0,5,Medium
407,136.5,5,39.7,78.0,Unpaved,0.0,30.0,4,High
408,10.0,5,23.9,205.0,Unpaved,844.0,77.0,4,High
409,117.5,2,0.2,62.0,Unpaved,403.0,48.0,2,Low
410,10.0,3,9.7,80.0,Paved,0.0,75.0,2,Low
411,94.2,4,33.6,81.0,Unpaved,1010.0,84.0,4,High
412,150.7,5,8.3,43.0,Unpaved,974.0,64.0,1,Low
413,102.9,5,9.6,87.0,Mixed,870.0,63.0,1,Low
414,188.9,8,26.7,0.0,Unpaved,1105.0,25.0,5,High
415,133.1,2,8.5,307.0,Mixed,0.0,17.0,2,Medium
416,52.6,4,2.8,119.0,Unpaved,342.0,18.0,1,Medium
417,174.0,5,6.2,143.0,Paved,967.0,57.0,2,Low
418,161.4,3,4.3,0.0,Mixed,1422.0,100.0,5,Low
419,196.4,7,1.8,75.0,Unpaved,944.0,41.0,3,Medium
420,162.6,4,2.4,141.0,Unpaved,1501.0,81.0,4,Medium
421,148.2,7,0.6,41.0,Unpaved,394.0,68.0,2,Low
422,60.4,5,1.8,198.0,Unpaved,431.0,56.0,5,High
423,168.8,2,3.0,150.0,Mixed,577.0,49.0,1,Low
424,111.2,5,14.2,111.0,Unpaved,750.0,44.0,5,High
425,168.4,0,4.6,135.0,Unpaved,0.0,44.0,2,Low
426,253.8,5,11.7,98.0,Unpaved,787.0,70.0,5,High
427,192.4,4,55.6,0.0,Mixed,779.0,77.0,4,Medium
428,137.1,3,8.7,152.0,Paved,432.0,44.0,5,Medium
429,124.4,6,9.5,41.0,Paved,339.0,44.0,5,Medium
430,94.9,4,8.0,137.0,Unpaved,963.0,40.0,4,High
431,10.0,4,5.0,213.0,Unpaved,1154.0,80.0,5,High
432,122.8,1,2.1,128.0,Paved,887.0,77.0,2,Low
433,89.2,1,37.9,146.0,Paved,886.0,92.0,1,Low
434,139.3,0,6.5,62.0,Paved,778.0,35.0,1,Low
435,89.0,2,27.5,34.0,Paved,809.0,40.0,1,Low
436,133.3,5,3.0,208.0,Mixed,1208.0,96.0,4,Medium
437,194.8,3,1.1,199.0,Unpaved,1773.0,88.0,4,Medium
438,129.4,2,10.1,226.0,Paved,1696.0,30.0,4,Medium
439,54.8,1,19.1,291.0,Mixed,150.0,33.0,2,Medium
440,70.2,3,10.9,101.0,Mixed,0.0,61.0,3,Low
441,161.4,4,13.6,163.0,Mixed,1118.0,86.0,2,Low
442,165.2,3,9.4,219.0,Paved,813.0,32.0,1,Low
443,67.7,4,13.7,278.0,Mixed,764.0,57.0,1,Medium
444,118.3,4,4.2,218.0,Unpaved,1029.0,82.0,3,Medium
445,174.3,6,4.9,75.0,Unpaved,653.0,50.0,4,Medium
446,223.2,2,15.2,257.0,Mixed,0.0,53.0,1,Low
447,130.6,5,16.2,201.0,Paved,115.0,91.0,2,Low
448,108.1,3,0.9,159.0,Paved,152.0,45.0,5,Medium
449,97.8,3,0.2,106.0,Paved,1200.0,87.0,3,Low
450,128.6,2,11.0,249.0,Unpaved,1931.0,51.0,5,High
451,203.3,5,0.9,336.0,Mixed,518.0,28.0,3,High
452,128.7,3,1.9,129.0,Unpaved,2361.0,69.0,3,Medium
453,150.0,4,2.2,152.0,Unpaved,0.0,40.0,2,Medium
454,34.7,2,7.1,177.0,Mixed,495.0,26.0,1,Low
455,215.7,3,2.2,66.0,Paved,910.0,100.0,4,Low
456,200.2,1,2.0,142.0,Paved,0.0,65.0,1,Low
457,102.2,5,0.1,185.0,Unpaved,1713.0,47.0,5,High
458,113.7,4,14.5,276.0,Paved,385.0,47.0,1,Medium
459,190.8,2,1.5,128.0,Paved,820.0,93.0,5,Low
460,296.7,3,8.4,174.0,Unpaved,1069.0,95.0,4,Medium
461,18.9,3,3.6,94.0,Mixed,0.0,41.0,4,Low
462,89.3,6,2.0,203.0,Paved,2259.0,62.0,3,Medium
463,96.3,4,4.3,131.0,Unpaved,880.0,46.0,1,Low
464,182.5,2,3.0,206.0,Mixed,596.0,74.0,2,Low
465,141.3,0,5.7,91.0,Paved,133.0,46.0,2,Low
466,89.3,4,11.7,30.0,Paved,923.0,7.0,4,Medium
467,35.0,5,0.5,86.0,Mixed,0.0,29.0,4,Medium
468,180.7,5,2.0,248.0,Paved,884.0,81.0,5,Medium
469,108.0,2,0.8,128.0,Mixed,1638.0,37.0,1,Low
470,50.5,3,34.4,132.0,Mixed,1499.0,75.0,5,High
471,79.1,4,8.5,161.0,Mixed,467.0,64.0,3,Low
472,94.5,3,17.2,145.0,Unpaved,633.0,37.0,1,Medium
473,102.0,3,3.1,175.0,Unpaved,1125.0,51.0,4,High
474,57.3,4,22.6,151.0,Unpaved,1509.0,39.0,4,High
475,58.1,9,9.9,364.0,Mixed,1720.0,45.0,1,High
476,262.2,3,5.2,235.0,Paved,1778.0,10.0,3,Medium
477,139.8,4,9.2,205.0,Mixed,240.0,52.0,5,High
478,95.3,6,1.4,197.0,Unpaved,1252.0,41.0,3,High
479,142.7,4,3.8,170.0,Mixed,0.0,57.0,2,Low
480,129.6,2,7.7,119.0,Mixed,522.0,68.0,1,Low
481,65.6,4,10.2,189.0,Mixed,95.0,71.0,4,Medium
482,10.0,7,2.4,51.0,Mixed,108.0,41.0,2,Low
483,88.1,4,48.1,58.0,Mixed,945.0,39.0,3,Medium
484,109.0,2,17.9,117.0,Mixed,385.0,51.0,3,Low
485,113.4,4,8.7,167.0,Mixed,972.0,82.0,4,Medium
486,10.1,1,36.2,89.0,Mixed,75.0,42.0,2,Low
487,268.8,2,7.2,176.0,Paved,1090.0,38.0,3,Medium
488,264.2,2,29.4,43.0,Unpaved,542.0,27.0,5,High
489,146.7,6,13.9,121.0,Paved,625.0,68.0,5,Medium
490,121.5,3,2.5,31.0,Mixed,20.0,48.0,5,Low
491,86.1,4,5.2,154.0,Unpaved,1411.0,30.0,2,Medium
492,154.7,2,3.0,258.0,Unpaved,884.0,35.0,4,High
493,113.0,4,12.8,145.0,Paved,1124.0,72.0,1,Low
494,195.1,3,14.6,216.0,Unpaved,34.0,59.0,5,High
495,174.8,2,11.5,213.0,Mixed,1205.0,38.0,4,Medium
496,69.0,4,7.9,124.0,Unpaved,825.0,69.0,3,Medium
497,78.7,7,5.1,185.0,Paved,502.0,81.0,1,Low
498,178.2,2,41.5,51.0,Paved,1626.0,71.0,3,Low
499,161.7,5,0.3,126.0,Paved,1045.0,60.0,2,Low
500,53.2,3,1.3,143.0,Paved,1072.0,97.0,2,Low
501,92.6,6,9.1,76.0,Mixed,0.0,88.0,2,Low
502,110.8,6,14.1,148.0,Paved,1449.0,57.0,4,Medium
503,117.8,1,31.6,92.0,Mixed,1069.0,80.0,3,Low
504,115.7,3,6.7,207.0,Unpaved,1543.0,71.0,2,Medium
505,174.0,5,3.1,53.0,Paved,444.0,42.0,2,Low
506,128.7,4,19.9,85.0,Unpaved,372.0,95.0,2,Low
507,124.8,2,5.8,140.0,Mixed,1769.0,97.0,3,Low
508,74.6,5,1.4,69.0,Paved,1375.0,85.0,2,Low
509,130.1,5,7.4,260.0,Paved,0.0,71.0,1,Low
510,118.3,2,7.5,0.0,Paved,810.0,79.0,3,Low
511,91.2,5,2.6,88.0,Mixed,1414.0,47.0,2,Low
512,51.0,8,1.5,156.0,Paved,907.0,82.0,3,Low
513,196.6,4,1.5,260.0,Paved,470.0,23.0,5,High
514,226.8,4,17.3,28.0,Paved,399.0,47.0,1,Low
515,134.7,4,7.0,69.0,Unpaved,839.0,0.0,3,Medium
516,206.1,6,13.3,99.0,Mixed,1413.0,65.0,1,Low
517,133.8,4,32.8,247.0,Paved,203.0,81.0,4,High
518,36.8,3,15.7,192.0,Mixed,0.0,96.0,2,Low
519,138.0,0,1.7,84.0,Mixed,557.0,50.0,4,Low
520,99.6,1,5.4,221.0,Paved,1070.0,61.0,4,Medium
521,148.6,2,6.9,162.0,Paved,1203.0,55.0,4,Medium
522,214.2,1,12.1,149.0,Paved,192.0,100.0,3,Low
523,89.6,6,33.5,169.0,Unpaved,962.0,63.0,1,Medium
524,143.3,4,3.4,75.0,Mixed,417.0,100.0,2,Low
525,171.7,10,19.7,164.0,Mixed,1241.0,86.0,3,Medium
526,201.3,2,0.7,120.0,Paved,721.0,74.0,2,Low
527,179.1,3,20.6,333.0,Unpaved,1303.0,41.0,1,High
528,53.1,7,11.9,255.0,Unpaved,840.0,28.0,4,High
529,53.0,5,0.3,126.0,Paved,1100.0,57.0,5,Medium
530,165.9,4,9.4,170.0,Unpaved,534.0,57.0,2,Medium
531,96.9,2,26.8,69.0,Unpaved,374.0,26.0,3,High
532,61.0,2,5.7,164.0,Paved,629.0,82.0,4,Low
533,191.3,4,1.2,59.0,Unpaved,1170.0,60.0,2,Low
534,97.8,3,44.8,104.0,Mixed,2314.0,70.0,3,Medium
535,217.8,5,5.4,181.0,Mixed,1556.0,97.0,2,Low
536,93.6,2,7.5,63.0,Mixed,1712.0,36.0,5,Medium
537,75.2,6,34.2,71.0,Unpaved,737.0,3.0,3,High
538,116.1,3,8.8,81.0,Paved,478.0,40.0,3,Low
539,165.5,4,11.3,132.0,Paved,0.0,98.0,3,Low
540,137.6,4,12.4,237.0,Mixed,441.0,55.0,1,Low
541,233.5,3,14.0,222.0,Unpaved,0.0,50.0,2,High
542,130.3,6,16.1,109.0,Unpaved,1261.0,42.0,1,Medium
543,109.4,2,0.8,235.0,Mixed,682.0,55.0,2,Low
544,210.5,3,27.2,137.0,Paved,8.0,41.0,5,High
545,155.7,1,7.9,151.0,Unpaved,1128.0,43.0,2,Medium
546,95.2,5,7.6,136.0,Mixed,990.0,81.0,4,Low
547,134.3,3,18.0,188.0,Paved,120.0,100.0,5,Medium
548,133.1,2,3.7,79.0,Unpaved,1708.0,34.0,3,Medium
549,107.7,5,10.7,106.0,Mixed,348.0,42.0,3,Low
550,130.9,1,3.8,218.0,Unpaved,1158.0,41.0,5,High
551,42.7,2,14.3,110.0,Unpaved,725.0,95.0,1,Low
552,98.6,1,5.7,93.0,Paved,1788.0,74.0,3,Low
553,145.9,8,2.1,34.0,Paved,1353.0,49.0,2,Low
554,88.3,5,24.0,177.0,Unpaved,141.0,42.0,3,High
555,66.5,3,14.0,64.0,Paved,1892.0,94.0,3,Low
556,117.6,5,0.1,253.0,Mixed,40.0,56.0,2,Low
557,91.6,4,0.7,179.0,Paved,164.0,54.0,3,Low
558,40.7,3,4.8,47.0,Mixed,1774.0,1.0,2,Low
559,42.2,2,15.1,154.0,Mixed,783.0,75.0,3,Low
560,144.5,4,3.2,94.0,Unpaved,987.0,55.0,4,Medium
561,125.4,3,46.8,187.0,Paved,1054.0,58.0,2,Medium
562,138.8,4,25.1,120.0,Paved,154.0,58.0,3,Medium
563,102.1,5,20.0,299.0,Mixed,1928.0,79.0,1,Medium
564,29.2,6,0.1,296.0,Paved,2117.0,0.0,4,High
565,67.6,2,33.2,103.0,Mixed,0.0,25.0,4,High
566,100.7,2,9.0,130.0,Unpaved,530.0,100.0,1,Low
567,146.2,1,8.9,196.0,Paved,1208.0,24.0,4,Medium
568,15.1,2,1.0,100.0,Unpaved,733.0,36.0,2,Low
569,10.0,1,9.4,101.0,Unpaved,474.0,86.0,4,Medium
570,206.9,3,7.5,32.0,Mixed,1137.0,56.0,5,Low
571,155.9,3,7.8,42.0,Paved,1196.0,56.0,3,Low
572,67.4,3,2.1,200.0,Paved,1815.0,95.0,4,Low
573,105.9,2,7.8,148.0,Paved,0.0,41.0,3,Low
574,94.7,2,0.8,93.0,Mixed,195.0,42.0,3,Low
575,137.4,4,0.2,191.0,Unpaved,348.0,74.0,2,Medium
576,89.6,3,2.4,0.0,Mixed,2238.0,59.0,2,Low
577,51.1,5,16.2,123.0,Unpaved,1706.0,81.0,4,Medium
578,149.4,3,9.3,142.0,Mixed,965.0,39.0,5,Medium
579,228.9,4,22.5,57.0,Paved,750.0,60.0,5,Medium
580,151.8,4,4.9,183.0,Mixed,1065.0,53.0,2,Low
581,124.5,2,4.3,205.0,Mixed,1505.0,45.0,2,Low
582,107.1,5,12.0,150.0,Unpaved,648.0,23.0,1,Medium
583,72.7,7,5.2,97.0,Mixed,964.0,44.0,3,Low
584,95.5,4,4.8,82.0,Mixed,598.0,42.0,3,Low
585,143.5,6,6.3,139.0,Paved,0.0,86.0,3,Low
586,191.2,6,1.2,88.0,Paved,0.0,69.0,1,Low
587,193.9,2,2.3,149.0,Unpaved,385.0,66.0,3,Medium
588,130.2,3,9.2,215.0,Unpaved,576.0,50.0,5,High
589,131.2,8,9.4,190.0,Mixed,1062.0,33.0,3,Medium
590,123.1,6,8.9,122.0,Paved,961.0,61.0,2,Low
591,154.3,4,2.2,172.0,Mixed,0.0,90.0,1,Low
592,122.9,5,5.7,142.0,Paved,806.0,34.0,4,Medium
593,123.9,4,25.4,163.0,Unpaved,472.0,66.0,2,Medium
594,68.4,4,19.7,154.0,Unpaved,650.0,44.0,1,Medium
595,67.0,1,8.2,294.0,Paved,848.0,55.0,3,Medium
596,78.5,2,23.1,168.0,Mixed,1569.0,51.0,3,Medium
597,134.4,3,11.2,226.0,Unpaved,524.0,66.0,5,High
598,101.6,3,5.3,54.0,Unpaved,1807.0,51.0,3,Low
599,274.9,4,15.0,199.0,Paved,20.0,42.0,3,Medium
600,143.3,7,3.6,119.0,Mixed,274.0,16.0,3,Medium
601,214.2,2,19.3,171.0,Paved,742.0,61.0,3,Medium
602,209.1,5,4.0,149.0,Unpaved,99.0,70.0,5,High
603,145.5,3,15.8,0.0,Mixed,8.0,57.0,5,Low
604,117.5,3,3.3,274.0,Mixed,844.0,53.0,3,Medium
605,66.1,4,24.9,43.0,Paved,5.0,92.0,5,Medium
606,83.9,6,2.0,60.0,Paved,224.0,96.0,5,Low
607,170.4,4,12.7,115.0,Unpaved,751.0,82.0,2,Low
608,136.2,6,5.3,85.0,Paved,1822.0,63.0,4,Low
609,81.5,3,0.2,87.0,Mixed,685.0,57.0,4,Low
610,107.6,3,4.0,154.0,Paved,878.0,29.0,4,Medium
611,139.8,4,2.3,163.0,Paved,110.0,7.0,5,High
612,121.5,3,8.1,120.0,Paved,171.0,89.0,4,Low
613,105.7,3,3.0,126.0,Paved,0.0,58.0,2,Low
614,116.7,4,0.8,118.0,Unpaved,210.0,100.0,4,Medium
615,10.0,4,30.6,126.0,Paved,1259.0,40.0,3,Medium
616,121.1,4,18.7,200.0,Mixed,455.0,66.0,5,High
617,56.5,6,0.5,271.0,Paved,891.0,81.0,3,Medium
618,141.8,2,3.2,184.0,Mixed,934.0,39.0,1,Low
619,128.0,5,10.0,315.0,Paved,1242.0,48.0,5,High
620,164.9,7,3.9,0.0,Paved,1796.0,50.0,3,Low
621,165.5,3,3.3,111.0,Unpaved,1164.0,45.0,1,Low
622,223.2,2,9.1,78.0,Mixed,657.0,65.0,2,Low
623,10.0,2,2.2,248.0,Paved,1278.0,56.0,3,Medium
624,112.4,5,10.5,193.0,Paved,982.0,4.0,4,High
625,10.0,5,0.9,149.0,Mixed,0.0,58.0,2,Low
626,149.4,5,3.9,207.0,Mixed,80.0,64.0,2,Low
627,110.0,1,1.2,251.0,Paved,665.0,54.0,1,Low
628,91.8,3,3.5,78.0,Unpaved,449.0,96.0,3,Low
629,136.0,4,11.5,78.0,Unpaved,726.0,64.0,4,Medium
630,56.8,4,14.4,123.0,Mixed,0.0,56.0,5,Medium
631,230.9,5,1.6,161.0,Paved,1305.0,78.0,5,Medium
632,105.3,2,13.7,187.0,Unpaved,770.0,100.0,3,Medium
633,124.6,2,0.9,147.0,Unpaved,1530.0,51.0,3,Medium
634,112.3,0,2.4,155.0,Paved,815.0,81.0,1,Low
635,175.3,4,6.9,196.0,Unpaved,921.0,100.0,5,High
636,47.9,1,35.5,183.0,Unpaved,179.0,49.0,4,High
637,169.7,4,36.3,131.0,Paved,77.0,26.0,4,High
638,88.9,5,6.5,199.0,Paved,880.0,66.0,4,Medium
639,89.4,2,16.3,113.0,Unpaved,801.0,89.0,1,Low
640,172.8,5,8.1,136.0,Unpaved,0.0,48.0,4,High
641,103.9,7,13.9,294.0,Mixed,1364.0,82.0,4,High
642,156.8,5,10.6,64.0,Unpaved,830.0,34.0,5,High
643,157.9,3,11.9,164.0,Unpaved,496.0,49.0,4,High
644,99.1,5,5.8,149.0,Paved,278.0,53.0,3,Low
645,134.0,1,17.9,222.0,Paved,1254.0,52.0,3,Medium
646,91.0,0,5.9,311.0,Unpaved,383.0,34.0,2,High
647,118.8,5,12.2,229.0,Unpaved,942.0,47.0,1,Medium
648,148.4,6,20.4,160.0,Unpaved,699.0,6.0,5,High
649,62.6,4,10.7,176.0,Unpaved,482.0,72.0,2,Medium
650,146.4,4,7.1,96.0,Mixed,21.0,56.0,2,Low
651,139.1,7,7.5,176.0,Mixed,1581.0,84.0,1,Low
652,30.7,3,12.3,225.0,Mixed,197.0,53.0,1,Low
653,75.2,4,1.0,256.0,Mixed,283.0,10.0,2,Medium
654,78.5,5,10.1,110.0,Mixed,1603.0,63.0,4,Medium
655,93.3,5,4.7,189.0,Mixed,739.0,38.0,3,Medium
656,62.6,3,1.5,58.0,Mixed,992.0,82.0,2,Low
657,176.3,6,24.4,123.0,Paved,1708.0,50.0,1,Low
658,183.6,2,6.9,121.0,Unpaved,1694.0,100.0,2,Low
659,72.7,2,6.1,249.0,Paved,471.0,33.0,3,Medium
660,50.7,2,7.8,0.0,Mixed,1491.0,61.0,5,Low
661,119.2,3,9.7,266.0,Unpaved,0.0,70.0,3,High
662,199.8,5,2.2,45.0,Mixed,0.0,47.0,5,Low
663,249.3,8,9.8,128.0,Unpaved,827.0,22.0,1,Medium
664,79.5,4,4.3,277.0,Unpaved,749.0,50.0,5,High
665,10.0,5,12.5,0.0,Paved,1189.0,10.0,4,Medium
666,30.8,3,14.8,53.0,Unpaved,1126.0,38.0,2,Medium
667,13.1,4,0.1,206.0,Paved,1215.0,51.0,2,Low
668,145.0,2,12.6,18.0,Mixed,1761.0,80.0,4,Low
669,125.9,3,4.3,304.0,Paved,1978.0,62.0,3,Medium
670,133.0,4,3.6,127.0,Mixed,1327.0,45.0,1,Low
671,187.6,5,4.7,157.0,Unpaved,787.0,43.0,4,High
672,217.7,4,8.6,159.0,Unpaved,677.0,41.0,2,Medium
673,170.6,2,1.2,114.0,Unpaved,791.0,78.0,5,Medium
674,164.1,3,12.0,230.0,Paved,456.0,18.0,3,Medium
675,31.6,3,5.9,50.0,Mixed,1354.0,34.0,3,Low
676,89.5,2,1.7,106.0,Mixed,1424.0,18.0,4,Medium
677,203.1,6,7.1,140.0,Unpaved,419.0,70.0,2,Medium
678,87.0,2,8.5,104.0,Mixed,701.0,93.0,2,Low
679,186.3,2,4.3,12.0,Unpaved,0.0,69.0,1,Low
680,127.4,6,23.0,170.0,Paved,746.0,71.0,1,Low
681,167.0,4,11.9,115.0,Unpaved,823.0,42.0,4,High
682,67.7,2,10.8,100.0,Unpaved,136.0,67.0,4,Medium
683,165.8,4,0.5,297.0,Mixed,483.0,36.0,2,Medium
684,81.6,2,7.0,183.0,Paved,108.0,41.0,4,Medium
685,133.8,3,19.0,84.0,Paved,0.0,54.0,3,Low
686,118.3,5,11.0,121.0,Paved,1689.0,56.0,5,Medium
687,191.5,4,2.7,78.0,Unpaved,0.0,100.0,2,Low
688,169.9,3,19.7,79.0,Mixed,868.0,77.0,3,Low
689,14.1,3,4.6,73.0,Paved,1386.0,58.0,5,Low
690,71.4,2,24.7,146.0,Unpaved,1653.0,98.0,2,Medium
691,81.8,1,7.2,73.0,Unpaved,163.0,100.0,2,Low
692,161.5,5,15.4,50.0,Mixed,1567.0,55.0,2,Low
693,90.3,3,9.5,8.0,Unpaved,897.0,65.0,3,Low
694,54.6,6,3.4,158.0,Unpaved,1144.0,24.0,2,Medium
695,38.1,5,10.6,168.0,Mixed,1856.0,59.0,4,Medium
696,163.6,7,0.1,112.0,Unpaved,1167.0,38.0,4,High
697,10.0,1,18.0,178.0,Unpaved,243.0,8.0,3,High
698,183.3,2,33.8,0.0,Unpaved,0.0,80.0,3,Medium
699,42.8,2,2.3,15.0,Paved,1184.0,58.0,2,Low
700,93.1,5,21.5,134.0,Paved,1044.0,33.0,4,Medium
701,49.9,1,1.8,182.0,Unpaved,323.0,9.0,2,Medium
702,64.9,3,6.8,100.0,Unpaved,910.0,40.0,5,High
703,106.6,4,3.5,185.0,Unpaved,0.0,38.0,2,Medium
704,111.8,2,2.1,174.0,Mixed,1016.0,52.0,4,Medium
705,27.2,2,14.1,258.0,Paved,0.0,11.0,3,High
706,95.7,5,16.4,82.0,Unpaved,1526.0,66.0,5,High
707,126.2,5,18.2,114.0,Mixed,2060.0,71.0,4,Medium
708,148.1,7,0.1,154.0,Mixed,973.0,22.0,3,Medium
709,10.0,5,18.8,173.0,Unpaved,1033.0,13.0,1,High
710,91.3,5,0.5,0.0,Paved,1153.0,80.0,5,Low
711,10.0,3,5.9,139.0,Mixed,966.0,51.0,2,Low
712,89.5,2,1.9,155.0,Unpaved,142.0,71.0,3,Medium
713,94.2,3,23.7,100.0,Unpaved,1648.0,58.0,2,Medium
714,157.7,3,8.6,279.0,Paved,1070.0,53.0,2,Medium
715,178.4,5,6.3,141.0,Paved,1136.0,81.0,3,Low
716,58.7,2,5.9,83.0,Unpaved,1405.0,76.0,1,Low
717,137.7,7,5.2,230.0,Mixed,1379.0,65.0,5,High
718,159.3,1,6.4,124.0,Paved,1541.0,66.0,1,Low
719,75.2,9,8.3,145.0,Unpaved,1073.0,44.0,4,High
720,166.4,0,17.0,139.0,Paved,284.0,69.0,1,Low
721,128.2,3,2.7,231.0,Mixed,1050.0,94.0,1,Low
722,103.6,4,16.3,103.0,Paved,785.0,81.0,1,Low
723,128.5,9,17.7,86.0,Mixed,275.0,8.0,2,Medium
724,25.2,8,19.1,58.0,Mixed,1671.0,66.0,2,Low
725,128.4,4,28.4,128.0,Unpaved,710.0,68.0,3,High
726,69.3,3,31.4,146.0,Unpaved,937.0,83.0,2,Medium
727,121.7,6,1.1,122.0,Mixed,363.0,86.0,3,Low
728,95.7,6,21.0,109.0,Unpaved,767.0,67.0,1,Medium
729,137.3,4,18.7,89.0,Mixed,1358.0,24.0,2,Low
730,191.5,2,4.7,246.0,Unpaved,2028.0,52.0,2,Medium
731,127.6,4,11.8,65.0,Mixed,0.0,35.0,4,Medium
732,180.0,2,26.1,2.0,Mixed,813.0,26.0,5,Medium
733,58.6,5,1.0,138.0,Unpaved,0.0,90.0,5,Medium
734,206.0,5,4.4,268.0,Unpaved,542.0,43.0,1,Medium
735,59.2,4,36.5,186.0,Unpaved,870.0,100.0,1,Medium
736,44.8,5,7.9,174.0,Paved,898.0,45.0,5,High
737,103.5,4,1.0,203.0,Unpaved,1783.0,37.0,3,High
738,93.3,3,32.5,96.0,Mixed,664.0,70.0,3,Medium
739,25.1,4,23.3,83.0,Unpaved,1737.0,53.0,5,High
740,52.3,3,16.4,139.0,Mixed,948.0,62.0,4,Medium
741,10.0,4,15.8,205.0,Unpaved,494.0,42.0,2,High
742,38.9,5,6.7,96.0,Mixed,914.0,42.0,4,Medium
743,80.4,6,20.8,84.0,Mixed,877.0,43.0,4,Medium
744,209.4,3,3.6,125.0,Paved,919.0,29.0,4,Medium
745,162.8,4,4.4,209.0,Paved,381.0,79.0,2,Low
746,139.4,6,2.4,167.0,Mixed,374.0,60.0,3,Low
747,249.9,5,5.2,149.0,Mixed,1481.0,59.0,3,Low
748,12.5,5,2.7,64.0,Mixed,1433.0,72.0,3,Low
749,115.9,3,4.2,97.0,Unpaved,303.0,64.0,4,Medium
750,242.1,5,11.7,62.0,Unpaved,719.0,100.0,1,Low
751,89.6,4,5.6,44.0,Unpaved,1030.0,66.0,4,Medium
752,70.3,4,14.6,67.0,Mixed,1289.0,4.0,1,Low
753,169.0,3,6.5,195.0,Mixed,913.0,43.0,2,Low
754,86.6,1,1.5,164.0,Unpaved,1492.0,32.0,5,High
755,195.6,4,13.6,137.0,Paved,753.0,67.0,4,Medium
756,169.9,7,0.7,72.0,Paved,1728.0,45.0,3,Low
757,108.6,9,28.5,114.0,Paved,2331.0,68.0,1,Low
758,178.8,1,18.4,159.0,Paved,844.0,38.0,3,Medium
759,105.9,5,33.0,81.0,Paved,1025.0,60.0,4,Medium
760,128.0,6,2.9,120.0,Paved,236.0,42.0,2,Low
761,155.1,3,6.6,135.0,Paved,697.0,47.0,2,Low
762,96.6,4,2.1,244.0,Paved,907.0,61.0,1,Low
763,210.6,5,5.5,207.0,Unpaved,1219.0,66.0,3,Medium
764,124.2,6,2.8,271.0,Mixed,677.0,91.0,5,High
765,137.4,5,19.2,99.0,Unpaved,1248.0,83.0,1,Low
766,41.0,5,1.3,179.0,Mixed,575.0,79.0,2,Low
767,81.3,7,2.6,160.0,Mixed,1405.0,66.0,1,Low
768,129.8,8,3.1,216.0,Mixed,1049.0,43.0,2,Medium
769,172.1,5,13.4,257.0,Paved,1022.0,71.0,4,High
770,204.8,4,10.0,66.0,Mixed,524.0,85.0,4,Low
771,56.4,5,1.5,99.0,Unpaved,750.0,85.0,4,Medium
772,70.4,5,9.3,27.0,Mixed,576.0,55.0,2,Low
773,46.2,5,18.7,194.0,Unpaved,1321.0,46.0,4,High
774,149.6,2,6.0,80.0,Unpaved,0.0,75.0,4,Medium
775,204.8,2,9.5,85.0,Unpaved,376.0,0.0,5,High
776,110.5,5,7.6,176.0,Paved,1524.0,95.0,5,Medium
777,123.5,3,4.4,38.0,Paved,913.0,86.0,3,Low
778,128.0,6,0.0,52.0,Paved,1534.0,48.0,1,Low
779,91.9,3,2.1,102.0,Unpaved,1298.0,47.0,5,High
780,46.7,3,29.4,142.0,Unpaved,1360.0,100.0,1,Low
781,183.6,4,4.4,116.0,Unpaved,1053.0,29.0,1,Low
782,129.3,9,3.5,152.0,Unpaved,405.0,48.0,1,Medium
783,87.1,4,9.5,218.0,Unpaved,845.0,99.0,3,Medium
784,300.3,1,23.4,180.0,Unpaved,51.0,28.0,1,Medium
785,119.8,7,3.6,96.0,Unpaved,701.0,59.0,2,Medium
786,17.3,8,2.5,97.0,Paved,473.0,49.0,5,Medium
787,159.3,5,23.2,177.0,Mixed,0.0,100.0,2,Low
788,10.0,5,14.9,124.0,Unpaved,1056.0,41.0,2,Medium
789,148.0,2,12.1,215.0,Paved,997.0,21.0,2,Medium
790,146.4,3,8.1,139.0,Paved,1557.0,61.0,1,Low
791,202.8,9,5.5,43.0,Unpaved,66.0,41.0,1,Low
792,59.9,4,10.2,151.0,Paved,1449.0,70.0,1,Low
793,102.4,4,2.4,134.0,Unpaved,0.0,66.0,4,Medium
794,115.9,4,17.0,155.0,Mixed,712.0,26.0,1,Low
795,171.9,0,5.4,49.0,Paved,1986.0,100.0,5,Low
796,146.1,3,14.1,45.0,Paved,783.0,40.0,1,Low
797,151.1,10,16.7,249.0,Mixed,359.0,42.0,5,High
798,193.1,5,0.8,85.0,Mixed,750.0,69.0,5,Low
799,106.7,3,11.3,114.0,Mixed,1309.0,96.0,3,Low
800,207.8,7,3.6,4.0,Paved,631.0,23.0,4,Low
801,114.7,7,4.4,144.0,Mixed,1035.0,43.0,1,Low
802,173.7,5,13.2,19.0,Unpaved,1029.0,79.0,2,Low
803,90.3,5,31.6,134.0,Unpaved,1129.0,41.0,1,Medium
