patrol_id,unit,duration_min,distance_km,avg_speed_kmph,halts_count,comms_silence_gaps_min,heart_rate_avg,deviation_from_plan_m,anomaly_label
420,SF,325,13.1,2.42,8,10.4,131.2,19.4,0
421,RifleCoy,323,13.1,2.43,10,0.1,104.8,70.9,0
422,RR,234,14.1,3.62,9,5.9,93.7,74.4,0
423,RR,320,5.5,1.04,9,7.3,104.4,270.5,1
424,RR,219,17.4,4.76,8,4.2,106.8,110.2,0
425,RifleCoy,255,11.2,2.64,6,6.6,95.2,138.2,0
426,AssamRifles,193,11.4,3.54,6,5.3,134.8,88.5,0
427,RifleCoy,275,9.9,2.16,5,3.0,110.3,1.2,0
428,AssamRifles,258,2.0,1.0,3,2.4,129.2,97.8,1
429,RR,270,14.9,3.31,3,14.2,126.1,0.0,0
430,AssamRifles,158,7.0,2.66,8,17.9,135.5,69.2,0
431,AssamRifles,120,12.5,6.27,8,5.3,91.1,118.9,0
432,AssamRifles,172,7.9,2.76,4,1.1,119.7,44.8,0
433,AssamRifles,269,10.3,2.29,5,3.0,102.4,91.6,0
434,RR,280,10.0,2.14,5,3.4,107.9,43.9,0
435,SF,307,7.8,1.52,9,7.1,93.8,13.7,0
436,RifleCoy,215,10.9,3.03,5,5.5,144.9,109.3,0
437,AssamRifles,252,9.6,2.28,6,3.6,99.0,142.7,0
438,RR,197,6.8,2.07,5,5.7,119.8,142.5,0
439,RR,322,17.9,3.33,6,0.1,90.7,65.5,0
440,RR,197,8.0,2.43,6,7.5,106.2,0.0,0
441,RR,310,14.8,2.87,7,1.2,125.9,85.3,0
442,AssamRifles,224,15.3,4.11,6,5.3,115.2,156.2,0
443,RifleCoy,334,16.6,2.99,6,0.6,95.9,1.1,0
444,RR,250,9.3,2.23,7,0.6,99.3,186.9,0
445,RifleCoy,249,11.0,2.65,6,0.2,112.4,0.0,0
446,RifleCoy,194,11.2,3.45,3,12.1,109.7,103.8,0
447,RifleCoy,370,14.6,2.37,4,4.6,90.3,129.8,0
448,SF,299,10.8,2.16,4,2.2,104.3,168.1,0
449,RR,270,14.3,3.18,2,7.8,107.8,107.5,1
450,RR,254,10.7,2.53,7,4.9,118.5,60.5,0
451,RR,200,17.6,5.28,7,4.8,125.2,90.1,0
452,RifleCoy,280,11.9,2.56,8,3.3,120.1,39.1,0
453,RR,235,11.3,2.9,6,0.0,115.1,0.0,0
454,RR,243,13.7,3.38,2,1.5,115.4,65.5,0
455,RifleCoy,293,20.2,4.13,5,0.6,117.2,109.5,0
456,RR,257,9.0,2.1,2,5.4,124.4,141.5,0
457,AssamRifles,241,17.2,4.28,9,1.4,135.4,50.9,1
458,SF,326,7.9,1.46,8,3.0,95.4,168.6,0
459,AssamRifles,190,12.2,3.86,7,2.2,103.3,69.9,0
460,AssamRifles,140,8.0,3.44,4,0.8,125.2,108.7,1
461,AssamRifles,192,10.1,3.17,7,15.9,95.1,124.8,1
462,RifleCoy,249,8.6,2.07,5,13.5,90.6,83.2,0
463,RR,281,15.5,3.31,6,0.4,100.4,74.6,0
464,AssamRifles,195,9.5,2.93,2,8.8,111.1,173.4,0
465,AssamRifles,461,14.7,1.91,5,3.4,102.8,0.0,0
466,RR,250,9.4,2.25,3,7.4,115.5,82.5,0
467,RifleCoy,249,12.0,2.88,6,0.8,105.7,0.0,0
468,AssamRifles,162,19.3,7.14,5,0.7,104.8,0.0,1
469,RR,153,8.3,3.24,2,11.1,85.0,76.8,0
470,RR,133,8.4,3.77,5,11.4,119.0,48.4,0
471,SF,322,10.8,2.01,6,3.1,119.2,204.7,0
472,AssamRifles,312,11.9,2.29,7,10.2,107.2,64.8,1
473,AssamRifles,239,15.1,3.79,4,5.5,112.2,148.1,0
474,SF,167,12.2,4.39,6,1.0,112.2,83.1,0
475,RR,223,13.2,3.56,5,2.0,125.8,7.9,0
476,RR,325,6.2,1.15,8,0.7,113.3,0.0,1
477,AssamRifles,209,13.5,3.88,2,7.4,90.0,0.0,0
478,AssamRifles,185,13.6,4.42,5,21.1,138.6,99.7,1
479,SF,217,15.4,4.25,10,4.0,129.3,175.8,0
480,AssamRifles,222,10.4,2.8,5,5.3,110.7,25.2,0
481,AssamRifles,284,12.0,2.53,6,6.9,112.3,130.3,0
482,RifleCoy,107,15.5,8.0,5,1.3,114.3,69.1,1
483,SF,250,6.7,1.61,5,2.0,98.4,16.1,0
484,RR,198,3.0,1.0,6,2.7,126.7,101.3,1
485,AssamRifles,207,6.5,1.87,12,4.5,125.2,175.5,0
486,RR,285,8.8,1.85,3,9.5,108.7,75.5,0
487,AssamRifles,161,17.4,6.47,8,1.5,120.1,129.8,0
488,RifleCoy,250,22.1,5.32,4,3.2,125.7,98.5,0
489,SF,268,7.5,1.67,8,7.0,113.4,98.6,0
490,SF,274,11.6,2.54,5,0.5,94.5,31.8,0
491,RR,282,9.4,1.99,5,3.6,120.3,109.4,0
492,RifleCoy,274,14.4,3.15,10,0.8,110.8,0.0,0
493,RR,283,13.4,2.84,7,3.9,93.6,101.7,0
494,RifleCoy,187,7.6,2.44,6,7.3,125.5,162.4,0
495,AssamRifles,321,8.9,1.66,4,1.4,113.6,188.2,0
496,AssamRifles,168,11.3,4.03,3,9.5,106.6,17.5,0
497,RifleCoy,262,18.2,4.16,11,2.0,141.1,106.5,0
498,AssamRifles,199,8.7,2.63,8,1.1,101.8,37.7,0
499,SF,136,4.2,1.87,9,3.1,95.9,88.4,0
500,RifleCoy,205,18.5,5.42,7,10.4,112.3,195.3,0
501,RifleCoy,232,14.5,3.75,7,0.4,107.7,132.7,0
502,RR,323,6.2,1.15,8,2.0,101.6,40.9,1
503,RifleCoy,349,13.5,2.33,5,5.3,131.1,37.5,0
504,RR,232,16.1,4.15,8,2.2,93.2,81.0,0
505,RifleCoy,156,12.5,4.8,4,0.4,114.6,85.1,0
506,SF,161,18.8,7.01,5,2.0,111.3,88.0,1
507,SF,286,14.8,3.1,0,8.6,109.8,0.0,0
508,SF,282,13.5,2.88,6,17.2,127.3,199.9,0
509,RR,203,13.0,3.85,4,0.2,140.8,205.9,0
510,RR,169,12.7,4.5,3,4.2,110.0,108.8,0
511,AssamRifles,299,16.4,3.29,5,0.6,123.3,27.8,0
512,RR,166,11.3,4.07,4,5.7,110.6,42.4,0
513,RR,213,16.7,4.72,6,0.0,111.2,23.5,0
514,SF,268,13.6,3.04,6,0.1,116.8,18.1,0
515,RifleCoy,119,12.5,6.32,6,7.5,112.5,42.0,1
516,RR,297,10.5,2.11,7,0.4,96.3,105.3,0
517,AssamRifles,382,10.5,1.65,6,1.8,130.0,87.7,0
518,RifleCoy,246,13.6,3.32,6,15.9,116.7,171.5,0
519,RR,237,17.1,4.32,8,21.1,109.3,0.0,0
520,RifleCoy,242,14.5,3.6,9,0.9,100.6,27.1,0
521,RifleCoy,253,8.4,2.0,1,4.1,114.4,0.0,1
522,RifleCoy,196,4.0,1.23,3,4.1,106.4,88.7,0
523,RifleCoy,172,15.7,5.48,4,3.0,112.7,176.0,0
524,RifleCoy,218,25.4,6.99,6,12.9,107.2,51.7,1
525,RR,249,10.6,2.56,3,7.0,97.5,161.9,0
526,RifleCoy,180,9.7,3.23,4,7.2,134.2,121.6,0
527,RifleCoy,159,16.1,6.08,5,1.6,95.8,132.0,0
528,AssamRifles,213,7.7,2.17,5,2.8,98.3,115.2,0
529,AssamRifles,159,19.5,7.35,8,3.3,120.2,188.2,1
530,RifleCoy,280,14.1,3.01,9,1.8,114.6,68.0,0
531,RR,60,11.9,8.0,9,0.5,119.9,121.2,1
532,AssamRifles,169,8.1,2.89,9,0.7,117.5,190.7,0
533,AssamRifles,324,16.4,3.04,7,1.0,98.7,18.6,0
534,RifleCoy,226,9.8,2.6,6,1.1,120.0,67.1,0
535,RR,251,15.5,3.72,9,1.4,100.4,114.5,0
536,SF,232,14.0,3.62,5,1.5,125.8,28.5,0
537,RR,202,18.5,5.48,5,3.0,95.0,26.0,0
538,AssamRifles,305,12.8,2.52,10,3.6,98.1,201.8,0
539,AssamRifles,205,27.6,8.0,6,1.8,98.5,31.3,1
540,AssamRifles,190,14.8,4.67,11,11.9,114.7,58.0,1
541,AssamRifles,279,12.7,2.74,7,4.0,109.2,93.0,0
542,AssamRifles,124,10.1,4.87,8,7.7,111.7,105.7,0
543,RifleCoy,222,16.4,4.43,10,12.9,108.2,47.3,0
544,RifleCoy,208,10.2,2.93,10,0.9,109.2,67.5,0
545,RifleCoy,221,8.1,2.21,5,2.8,102.8,19.9,0
546,AssamRifles,210,9.7,2.76,5,2.8,87.3,46.8,0
547,RifleCoy,262,11.0,2.53,14,2.2,89.1,121.7,0
548,AssamRifles,305,23.2,4.57,9,0.0,98.0,134.4,0
549,RR,267,13.5,3.03,5,8.5,105.2,141.1,0
550,SF,219,8.7,2.38,5,0.6,132.0,79.7,0
551,RR,277,17.4,3.78,7,27.0,94.7,68.2,0
552,SF,284,12.9,2.73,9,7.4,93.6,1.5,0
553,RifleCoy,261,18.5,4.25,4,4.3,82.7,58.6,0
554,SF,302,21.6,4.28,7,0.8,117.5,90.4,1
555,RR,99,4.5,2.75,8,3.6,106.8,145.3,0
556,RR,241,2.0,1.0,7,1.5,90.6,0.0,1
557,SF,258,22.0,5.11,3,1.5,109.6,59.8,0
558,RR,151,8.6,3.4,5,8.8,101.3,0.0,1
559,RifleCoy,253,3.5,1.0,3,2.4,129.4,0.0,1
560,RR,294,9.4,1.91,8,3.0,99.9,159.0,0
561,SF,226,7.2,1.9,8,9.3,135.5,1.9,0
562,RifleCoy,279,8.1,1.75,3,0.5,112.6,86.5,0
563,SF,301,16.3,3.24,7,4.5,104.1,141.6,0
564,AssamRifles,320,10.2,1.91,8,4.3,106.1,51.9,0
565,AssamRifles,309,3.9,1.0,4,2.8,114.4,6.6,1
566,RifleCoy,321,12.2,2.27,8,8.9,106.0,87.1,0
567,RifleCoy,210,7.7,2.21,4,14.3,96.1,173.6,0
568,RR,216,10.8,2.99,4,3.1,119.5,139.6,0
569,SF,91,11.0,7.28,8,3.0,124.9,65.1,1
570,AssamRifles,176,16.2,5.53,8,3.5,125.4,46.6,0
571,RR,313,9.5,1.82,3,6.4,107.6,149.4,0
572,AssamRifles,203,15.5,4.58,7,5.5,126.4,0.0,0
573,RR,263,4.0,1.0,12,1.3,114.7,136.2,1
574,RR,254,16.5,3.9,6,0.3,105.6,48.2,0
575,AssamRifles,314,18.5,3.53,5,14.9,101.6,0.0,0
576,RR,118,10.8,5.52,8,1.5,123.8,0.0,0
577,AssamRifles,261,7.9,1.82,6,5.1,84.8,178.1,0
578,RifleCoy,260,6.6,1.53,4,8.8,130.8,67.9,1
579,SF,188,11.9,3.79,7,1.8,111.9,26.3,0
580,RR,297,18.1,3.65,6,5.0,101.0,77.4,0
581,AssamRifles,156,9.9,3.8,8,0.6,99.3,45.7,0
582,AssamRifles,303,17.6,3.48,10,17.5,103.4,47.7,0
583,SF,110,6.2,3.41,4,0.3,120.6,50.2,1
584,SF,185,10.2,3.32,6,2.9,114.7,80.5,0
585,SF,231,11.8,3.06,6,3.8,103.1,125.4,0
586,RR,253,13.1,3.1,2,7.8,101.9,0.0,0
587,AssamRifles,127,10.3,4.88,4,0.6,114.7,161.0,0
588,RR,302,18.2,3.62,8,2.9,151.2,23.3,0
589,RR,285,18.3,3.86,5,1.8,151.0,95.4,0
590,RifleCoy,354,11.1,1.89,4,1.9,125.8,76.5,0
591,SF,282,9.4,2.0,7,7.5,98.4,31.6,0
592,RifleCoy,195,9.0,2.77,2,0.0,121.3,148.1,0
593,RifleCoy,175,17.2,5.89,8,6.9,98.8,32.4,0
594,RR,214,8.7,2.43,8,8.3,106.6,165.1,0
595,RR,370,4.7,1.0,3,11.6,130.5,120.1,1
596,AssamRifles,242,5.4,1.35,4,4.9,106.3,35.0,0
597,RifleCoy,245,15.3,3.76,1,2.0,105.8,8.1,0
598,SF,322,5.2,1.0,5,2.8,102.4,143.9,1
599,RifleCoy,170,10.0,3.53,5,17.5,97.7,11.5,1
600,AssamRifles,272,12.5,2.76,6,10.7,106.1,72.0,0
601,RifleCoy,270,3.6,1.0,3,3.1,121.1,121.8,1
602,RifleCoy,297,12.9,2.61,4,14.3,120.2,107.8,1
603,RifleCoy,291,10.4,2.14,1,8.7,114.4,67.8,0
604,AssamRifles,236,2.5,1.0,8,11.6,127.6,36.2,1
605,RifleCoy,157,13.0,4.96,6,5.7,84.1,123.3,0
606,RR,206,14.0,4.07,2,9.7,110.8,0.0,0
607,RifleCoy,290,12.9,2.67,10,11.1,99.4,95.6,0
608,RR,351,14.5,2.48,6,0.5,139.8,2.2,0
609,RifleCoy,166,13.3,4.8,8,16.8,106.2,27.4,0
610,RR,162,15.7,5.8,4,2.0,121.1,102.1,0
611,RifleCoy,145,7.3,3.01,5,2.9,125.0,35.0,0
612,SF,193,5.0,1.56,7,7.8,104.4,149.4,0
613,RR,296,6.2,1.26,7,5.5,123.9,122.4,0
614,SF,318,7.9,1.5,5,11.2,125.6,38.1,0
615,RR,115,22.1,8.0,7,2.6,121.8,66.5,1
616,RifleCoy,167,8.0,2.87,12,2.3,102.2,13.8,0
617,AssamRifles,156,9.4,3.61,6,0.2,88.5,108.4,0
618,RifleCoy,187,10.8,3.47,9,3.1,142.1,174.1,0
619,AssamRifles,226,10.2,2.71,5,6.4,105.6,8.3,0
620,SF,216,21.1,5.85,6,1.8,125.1,91.3,0
621,AssamRifles,270,3.4,1.0,6,3.1,103.0,99.4,1
622,AssamRifles,124,22.9,8.0,5,1.2,141.5,5.0,1
623,AssamRifles,208,12.7,3.67,7,7.4,102.5,19.5,0
624,AssamRifles,321,16.8,3.14,4,0.3,111.5,0.0,0
625,SF,324,12.1,2.24,3,6.1,144.8,113.7,0
626,AssamRifles,339,16.1,2.85,8,2.4,86.0,58.4,0
627,RifleCoy,263,7.3,1.66,8,0.2,128.1,36.5,0
628,RR,200,5.2,1.57,5,9.6,109.6,203.9,0
629,RR,250,25.0,5.99,4,3.3,120.6,0.0,0
630,RifleCoy,391,21.6,3.31,3,4.6,104.8,157.1,0
631,SF,208,6.7,1.94,8,6.6,134.5,0.0,0
632,RifleCoy,349,15.6,2.68,5,5.3,97.8,48.8,0
633,RifleCoy,93,17.8,8.0,6,6.6,110.6,0.0,1
634,AssamRifles,274,15.3,3.35,7,7.2,124.0,30.8,0
635,AssamRifles,278,11.0,2.37,6,4.4,97.7,47.5,0
636,SF,262,22.1,5.07,9,2.3,111.9,37.4,0
637,SF,266,15.4,3.48,3,1.4,94.6,95.0,0
638,RR,271,7.4,1.63,6,11.7,104.0,132.7,0
639,SF,274,10.1,2.2,6,17.5,149.4,73.2,0
640,RifleCoy,220,6.7,1.81,5,2.2,130.1,99.4,0
641,RR,223,11.5,3.08,5,0.6,120.0,173.7,0
642,RR,158,11.3,4.29,3,1.3,115.5,38.1,0
643,AssamRifles,283,15.8,3.34,3,5.6,86.5,134.2,0
644,AssamRifles,318,15.7,2.96,7,0.9,107.2,231.5,0
645,RR,344,13.9,2.43,1,7.6,123.8,188.8,0
646,AssamRifles,190,13.8,4.36,9,12.8,103.4,177.8,0
647,AssamRifles,136,17.2,7.6,4,16.6,115.4,123.7,1
648,AssamRifles,262,10.9,2.49,5,0.0,94.9,149.1,0
649,RR,170,2.0,1.0,5,15.9,93.7,51.0,1
650,RR,274,22.6,4.94,9,6.7,144.2,75.1,0
651,RR,107,7.4,4.18,3,0.4,141.9,68.1,0
652,RifleCoy,305,15.5,3.04,7,2.7,108.7,40.2,1
653,RR,249,10.3,2.48,5,6.0,98.3,88.8,0
654,AssamRifles,124,19.0,8.0,4,15.7,95.9,48.5,1
655,RR,258,7.2,1.67,6,0.9,116.0,83.7,0
656,RifleCoy,245,8.4,2.07,5,0.7,139.0,0.0,0
657,AssamRifles,271,9.5,2.11,4,3.2,99.5,48.0,0
658,SF,288,14.8,3.08,7,17.2,113.0,158.9,0
659,RR,95,13.1,8.0,4,17.8,112.2,91.7,1
660,RR,211,14.8,4.22,9,1.3,135.0,160.1,0
661,SF,234,12.6,3.24,5,1.9,114.2,43.7,0
662,AssamRifles,222,16.7,4.5,6,11.9,89.1,65.1,0
663,RR,218,16.7,4.61,9,6.6,121.3,92.9,0
664,RifleCoy,303,19.6,3.88,6,17.9,112.6,68.3,0
665,AssamRifles,136,13.7,6.05,7,11.2,97.0,0.0,0
666,RR,222,13.7,3.7,4,1.2,125.9,114.0,0
667,AssamRifles,227,20.8,5.51,3,7.1,105.3,20.9,0
668,RR,233,18.0,4.63,6,0.2,115.0,79.4,0
669,SF,181,14.6,4.84,8,8.5,112.2,0.0,0
670,RR,368,5.0,1.0,4,4.6,105.5,41.1,1
671,AssamRifles,298,3.6,1.0,4,15.6,97.8,72.4,1
672,RR,372,15.1,2.43,10,16.1,118.4,113.7,0
673,RR,278,15.3,3.3,5,0.3,91.7,5.9,0
674,AssamRifles,285,8.4,1.77,1,0.9,123.9,26.5,0
675,RR,239,13.8,3.46,6,3.3,97.2,185.9,0
676,RR,333,7.4,1.34,5,10.6,92.5,197.9,0
677,AssamRifles,273,14.9,3.27,13,8.4,131.0,110.9,0
678,SF,228,15.0,3.95,4,16.7,111.4,156.8,0
679,RifleCoy,350,15.0,2.56,8,4.8,81.4,56.3,0
680,RifleCoy,161,13.7,5.1,9,1.5,109.8,119.2,0
681,RifleCoy,196,10.5,3.22,7,0.1,119.2,116.2,0
682,RifleCoy,408,10.9,1.61,5,1.3,119.6,23.5,0
683,RifleCoy,280,17.8,3.81,5,5.6,98.4,91.8,0
684,RifleCoy,82,14.1,8.0,1,13.0,100.5,62.3,1
685,AssamRifles,301,14.4,2.88,2,1.9,112.4,102.1,0
686,AssamRifles,178,12.4,4.19,8,10.4,125.6,47.9,0
687,AssamRifles,205,15.3,4.47,3,2.5,90.3,0.0,0
688,RR,393,16.8,2.56,3,1.8,91.1,81.0,0
689,SF,339,8.9,1.57,5,3.6,130.6,129.8,0
690,SF,359,15.0,2.5,3,2.9,128.3,129.8,0
691,RifleCoy,203,10.9,3.21,7,12.3,95.9,0.0,0
692,RifleCoy,222,13.6,3.67,5,3.2,104.2,90.9,0
693,AssamRifles,253,16.2,3.84,2,1.6,141.6,121.3,0
694,SF,292,4.7,1.0,5,9.2,123.2,88.2,1
695,RR,219,6.6,1.8,6,33.4,109.3,131.9,0
696,RR,352,8.7,1.48,6,5.2,127.1,0.0,0
697,AssamRifles,269,8.3,1.86,5,1.4,102.8,11.3,0
698,RifleCoy,329,11.2,2.04,6,1.4,112.4,115.4,0
699,SF,193,20.5,6.36,11,0.3,105.4,59.1,0
700,RR,214,17.9,5.02,6,0.4,120.6,150.4,0
701,RifleCoy,254,9.1,2.15,9,12.3,120.5,98.4,0
702,SF,212,16.3,4.63,8,0.5,113.3,26.3,0
703,RR,302,11.8,2.34,6,3.3,117.6,23.3,0
704,RifleCoy,304,13.7,2.71,3,6.0,127.1,0.0,0
705,RR,225,7.1,1.89,9,9.5,117.0,121.2,0
706,RifleCoy,279,5.4,1.16,4,0.9,113.4,73.0,1
707,RifleCoy,362,15.7,2.6,12,2.9,116.4,135.0,1
708,RifleCoy,302,12.2,2.42,7,1.4,128.2,95.5,0
709,SF,279,14.6,3.14,6,1.5,96.1,86.9,0
710,AssamRifles,317,20.0,3.78,6,1.8,116.2,128.9,1
711,RifleCoy,340,10.8,1.91,1,4.4,81.7,74.1,0
712,RifleCoy,331,10.9,1.97,2,0.1,105.8,60.1,0
713,RR,235,20.8,5.32,5,2.6,138.3,80.0,0
714,RR,294,12.1,2.47,3,1.0,98.1,130.5,0
715,SF,222,8.0,2.16,9,17.1,85.5,23.5,0
716,AssamRifles,236,15.7,3.99,6,4.4,95.8,135.5,0
717,RR,268,10.8,2.42,9,10.1,120.7,83.8,0
718,SF,153,7.9,3.09,4,1.1,108.0,57.0,0
719,SF,262,12.4,2.85,8,8.3,94.9,91.0,0
720,SF,198,16.1,4.89,4,2.7,128.1,150.6,0
721,RifleCoy,168,6.2,2.22,7,1.0,116.4,150.1,0
722,AssamRifles,287,6.1,1.27,7,7.2,92.7,103.5,0
723,AssamRifles,224,11.6,3.11,7,7.2,106.7,117.6,0
724,AssamRifles,253,6.5,1.54,7,27.5,142.0,82.6,0
725,RifleCoy,225,5.6,1.5,14,7.6,105.4,44.9,0
726,RifleCoy,203,12.0,3.56,5,0.8,84.6,106.7,0
727,RR,247,17.5,4.26,5,1.9,117.1,53.1,0
728,RR,158,15.9,6.05,6,3.0,115.7,18.4,0
729,RR,234,11.5,2.94,7,0.7,130.0,54.7,0
730,SF,358,18.4,3.09,6,7.8,104.1,0.0,0
731,AssamRifles,168,20.7,7.38,7,3.7,116.6,5.7,1
732,RifleCoy,325,14.5,2.67,4,14.5,113.7,201.7,0
733,RR,365,10.2,1.67,9,4.4,109.9,147.6,0
734,SF,192,19.8,6.19,12,3.7,114.9,65.6,0
735,RifleCoy,259,19.6,4.54,8,0.4,119.0,111.3,0
736,SF,162,13.3,4.91,7,0.8,118.3,23.0,0
737,SF,153,18.1,7.1,4,9.5,123.8,119.7,1
738,SF,250,8.1,1.94,4,23.4,75.8,95.7,0
739,AssamRifles,264,2.0,1.0,5,2.7,87.6,37.7,1
740,RifleCoy,205,7.1,2.09,6,8.3,113.2,60.6,0
741,RifleCoy,172,13.0,4.55,6,4.9,111.7,56.4,0
742,SF,192,11.6,3.63,6,16.0,94.7,131.0,0
743,AssamRifles,293,16.8,3.44,4,1.4,105.0,75.1,0
744,SF,293,4.6,1.0,8,3.9,97.6,0.0,1
745,RR,278,4.7,1.01,6,2.6,118.8,53.1,1
746,RifleCoy,216,15.8,4.39,6,3.9,96.6,33.1,0
747,RifleCoy,175,4.8,1.65,5,1.6,113.2,0.0,0
748,AssamRifles,318,10.6,2.01,8,3.4,125.4,34.3,0
749,RifleCoy,338,12.1,2.15,5,4.9,96.9,0.0,0
750,RifleCoy,208,8.7,2.52,5,0.4,89.9,24.2,0
751,RifleCoy,230,14.9,3.88,7,6.8,98.6,91.8,0
752,AssamRifles,151,2.0,1.0,5,6.1,96.9,107.2,1
753,SF,272,21.2,4.67,4,10.6,110.6,110.2,0
754,RifleCoy,364,10.3,1.71,8,2.8,84.5,137.4,0
755,SF,296,11.1,2.26,4,0.3,134.1,151.3,0
756,AssamRifles,372,25.5,4.11,5,3.1,91.2,18.5,0
757,SF,216,5.2,1.44,6,0.7,89.8,0.0,0
758,RR,161,6.8,2.52,3,5.2,110.9,82.6,1
759,RifleCoy,330,19.0,3.46,5,0.2,108.2,112.8,0
760,AssamRifles,250,4.2,1.01,8,2.3,130.6,29.9,1
761,AssamRifles,186,14.5,4.67,4,0.4,105.9,95.9,0
762,SF,352,9.0,1.53,1,0.0,105.7,189.4,0
763,RifleCoy,203,3.9,1.16,7,16.2,119.7,0.0,1
764,AssamRifles,172,14.6,5.1,7,27.8,124.2,80.4,0
765,RR,276,14.8,3.21,4,4.1,80.8,142.3,0
766,SF,161,12.0,4.47,3,1.4,111.0,68.1,0
767,RR,301,22.3,4.45,7,12.1,142.3,104.8,0
768,RR,170,8.1,2.87,10,12.8,100.6,134.6,0
769,SF,255,16.3,3.84,7,9.6,112.3,61.9,0
770,RR,259,13.6,3.16,7,3.9,125.3,16.3,0
771,SF,255,16.9,3.97,3,0.4,117.3,73.9,0
772,SF,162,9.5,3.51,7,0.5,94.2,14.3,0
773,AssamRifles,228,5.1,1.34,7,11.3,109.0,47.0,0
774,AssamRifles,322,8.6,1.6,5,10.4,91.4,106.5,0
775,RR,227,11.7,3.09,4,2.8,94.0,90.9,0
776,RR,170,15.4,5.44,6,2.0,126.6,139.9,0
777,RR,213,12.1,3.4,4,5.2,122.8,93.9,0
778,RR,164,13.1,4.78,8,8.2,136.8,33.2,0
779,RR,109,20.6,8.0,6,6.6,123.9,20.2,1
780,AssamRifles,229,11.9,3.11,4,4.8,107.9,117.7,0
781,RR,246,9.3,2.28,5,1.3,94.8,94.4,0
782,RR,281,14.2,3.03,6,1.5,131.0,68.5,0
783,RifleCoy,268,3.4,1.0,8,6.4,119.4,100.3,1
784,SF,276,3.4,1.0,6,8.1,122.0,37.7,1
785,SF,237,11.3,2.87,7,0.6,118.6,0.0,0
786,AssamRifles,367,7.3,1.2,7,1.0,127.8,142.6,1
787,SF,189,9.0,2.84,8,5.7,87.1,118.9,0
788,RR,220,16.7,4.55,6,2.5,91.8,74.8,0
789,SF,339,14.6,2.59,7,4.1,96.9,26.1,1
790,AssamRifles,216,11.6,3.23,8,4.8,115.5,67.2,0
791,SF,233,12.4,3.2,2,7.5,103.1,0.0,0
792,SF,264,9.9,2.24,2,8.2,126.9,86.9,0
793,RifleCoy,310,16.2,3.14,9,1.6,109.8,0.0,0
794,RifleCoy,248,16.0,3.86,6,3.9,144.8,86.4,0
795,RR,186,17.0,5.47,5,0.7,135.7,37.7,0
796,SF,215,16.7,4.67,3,9.2,112.1,71.1,0
797,RR,272,12.3,2.71,7,9.3,89.6,11.6,0
798,SF,222,8.5,2.3,5,1.8,120.3,170.5,0
799,RR,211,11.2,3.17,5,0.9,93.3,101.6,0
800,RR,184,12.6,4.1,3,0.4,95.4,38.7,0
801,SF,311,8.6,1.66,5,4.3,104.1,69.2,0
802,RifleCoy,232,20.1,5.21,6,0.5,103.8,176.4,0
803,AssamRifles,233,20.2,5.2,9,5.7,118.3,23.0,0
804,RR,280,11.4,2.44,7,5.7,114.9,13.3,0
805,AssamRifles,158,17.2,6.51,5,4.8,94.9,10.7,1
806,SF,242,14.8,3.67,6,10.5,105.6,39.1,0
807,RR,330,9.5,1.73,6,2.4,89.6,169.7,1
808,SF,236,14.1,3.57,6,11.6,116.0,46.4,0
809,RR,253,8.1,1.93,3,0.2,82.1,55.0,0
810,RifleCoy,251,7.6,1.82,3,0.6,106.5,92.1,0
811,RR,303,14.4,2.85,6,2.7,100.3,78.1,0
812,RR,252,14.4,3.44,8,4.5,118.2,138.2,0
813,RR,388,25.5,3.94,2,0.2,97.9,129.3,0
814,SF,253,11.2,2.66,6,4.2,97.3,99.6,0
815,RifleCoy,213,9.4,2.64,5,1.8,115.9,66.2,0
816,SF,330,16.6,3.02,2,10.9,116.7,137.6,0
817,AssamRifles,227,11.9,3.14,5,3.8,94.3,32.8,0
818,RifleCoy,204,8.8,2.58,7,4.4,118.8,28.9,0
819,RR,168,9.1,3.24,2,14.6,146.9,55.5,0
820,RR,268,11.1,2.49,5,7.2,102.9,149.7,0
821,RR,212,17.3,4.89,6,2.9,91.6,29.8,0
822,AssamRifles,193,14.2,4.4,11,3.2,110.8,44.0,0
823,AssamRifles,206,7.8,2.28,3,5.2,89.3,90.4,0
824,RR,218,21.2,5.83,9,1.1,106.1,76.6,0
825,RR,289,7.5,1.55,3,0.5,102.4,57.2,0
826,AssamRifles,269,8.3,1.85,3,1.9,120.4,108.0,0
827,SF,231,17.8,4.63,7,7.5,83.7,51.6,0
828,RifleCoy,273,19.5,4.28,2,1.5,86.3,143.4,0
829,RifleCoy,233,13.8,3.55,3,0.7,115.7,94.2,0
830,AssamRifles,252,5.5,1.32,8,1.2,118.1,141.0,0
831,AssamRifles,199,12.5,3.76,3,5.7,77.8,32.6,0
832,SF,200,5.2,1.55,8,4.8,132.8,71.1,0
833,RR,249,24.4,5.89,10,5.8,123.1,0.0,0
834,AssamRifles,249,13.4,3.24,4,1.9,99.9,160.2,0
835,SF,300,16.0,3.2,10,11.6,111.4,217.6,0
836,AssamRifles,269,10.1,2.26,9,3.0,80.4,62.7,0
837,RR,210,21.0,6.01,4,3.6,120.6,102.4,0
838,AssamRifles,163,9.5,3.49,7,14.9,97.3,86.8,0
839,RR,292,7.7,1.58,4,19.4,104.7,2.5,0
840,SF,259,13.5,3.13,9,5.4,108.4,154.8,1
